original,translate
{PLAYER} is occupied!,{PLAYER}被占用！
Kat is occupied!,卡蒂被占用！
Roland is occupied!,罗兰被占用！
Driina is occupied!,德莉娜被占用！
Iben is occupied!,伊本被占用！
Iago is occupied!,伊阿戈被占用！
Embla is occupied!,恩布拉被占用！
Giant Bat is occupied!,巨蝙蝠被占用！
Giant Beetle is occupied!,巨甲虫被占用！
Rhino Beetle is occupied!,犀甲虫被占用！
Carrion Crawler is occupied!,腐尸爬行者被占用！
Giant Centipede is occupied!,巨蜈蚣被占用！
Fell Crab is occupied!,凶煞蟹被占用！
Corpse Eater is occupied!,食尸者被占用！
Giant Crab is occupied!,巨螃蟹被占用！
Crab is occupied!,螃蟹被占用！
Rot Crab is occupied!,腐烂蟹被占用！
Spider Crab is occupied!,蜘蛛蟹被占用！
Brood Guard is occupied!,巢穴守卫被占用！
Father is occupied!,【父亲】被占用！
Deep One Priestess is occupied!,深潜者女祭司被占用！
Deep One Queen is occupied!,深潜者女王被占用！
Deep One Warrior is occupied!,深潜者战士被占用！
Devolved is occupied!,退化者被占用！
Ghoul is occupied!,食尸鬼被占用！
Frost Ghoul is occupied!,寒霜食尸鬼被占用！
Giant Gnat is occupied!,巨型蠓虫被占用！
Cave Gnat is occupied!,洞穴蠓虫被占用！
Fell Hog is occupied!,凶煞野猪被占用！
Dire Hound is occupied!,凶暴野狗被占用！
Fell Hound is occupied!,凶煞野狗被占用！
Ice Hound is occupied!,冰原野狗被占用！
Ice Strider is occupied!,冰上漫步者被占用！
Shadow Stalker is occupied!,暗影猎手被占用！
Giant Leech is occupied!,巨型水蛭被占用！
Albino Leech is occupied!,白化水蛭被占用！
Bloodletter is occupied!,放血者被占用！
Fell Lizard is occupied!,凶煞蜥蜴被占用！
Alpha Lizard is occupied!,阿尔法蜥蜴被占用！
Giant Lizard is occupied!,巨蜥被占用！
Ice Salamander is occupied!,冰火蜥蜴被占用！
Mold Child is occupied!,霉菌幼体被占用！
Ooze is occupied!,软泥怪被占用！
Flesh Ooze is occupied!,血肉软泥怪被占用！
Medusa Jelly is occupied!,美杜莎果冻被占用！
Risen Ooze is occupied!,复生软泥怪被占用！
Magma Ooze is occupied!,岩浆软泥怪被占用！
Magmite is occupied!,岩浆虫被占用！
Large Ooze is occupied!,大型软泥怪被占用！
Giant Rat is occupied!,巨鼠被占用！
Dire Rat is occupied!,凶暴鼠被占用！
Chitters-In-Darkness is occupied!,暗影低语者被占用！
Rabid Rat is occupied!,狂怒鼠被占用！
Shade is occupied!,幽影被占用！
Dire Serpent is occupied!,凶暴蛇被占用！
Fell Serpent is occupied!,凶煞蛇被占用！
Giant Snake is occupied!,巨蛇被占用！
Fleshstrider is occupied!,血肉行者被占用！
Flying Polyp is occupied!,飞行息肉被占用！
Dragon's Herald is occupied!,龙使被占用！
Evolved is occupied!,进化者被占用！
Newborne is occupied!,新生儿被占用！
Vessel is occupied!,容器被占用！
Stalker is occupied!,猎手被占用！
Giant Spider is occupied!,巨蜘蛛被占用！
Large Spider is occupied!,大蜘蛛被占用！
Shambler is occupied!,行尸被占用！
Frost Shambler is occupied!,寒霜行尸被占用！
Reaver Berserker is occupied!,劫掠者狂战士被占用！
Brigand Archer is occupied!,强盗弓箭手被占用！
Brigand Rogue is occupied!,强盗游荡者被占用！
Brigand Swordsman is occupied!,强盗剑士被占用！
Mad Sailor is occupied!,疯水手被占用！
Mad Sailo is occupied!,疯水手被占用！
Guild Magos is occupied!,公会法师被占用！
Guild Mag is occupied!,公会法师被占用！
Wight is occupied!,尸妖被占用！
Feral Clone is occupied!,野性克隆体被占用！
Jester is occupied!,弄臣被占用！
Reaver Brute is occupied!,掠夺者蛮兵被占用！
Reaver Scout is occupied!,劫掠者侦察兵被占用！
Reaver is occupied!,劫掠者被占用！
Reaver Blackguard is occupied!,劫掠者黑卫被占用！
Reaver Mystic is occupied!,劫掠者秘术师被占用！
Cultist is occupied!,邪教徒被占用！
Bobbert the Recruit is occupied!,新兵博伯特被占用！
Wreck Picker is occupied!,残骸拾荒者被占用！
Oleg the Gray is occupied!,灰发奥列格被占用！
Red Kala is occupied!,红卡菈被占用！
The Butcher is occupied!,屠夫被占用！
Snow is occupied!,斯诺被占用！
The Ancient King is occupied!,古王被占用！
Joran the Usurper is occupied!,篡位者约兰被占用！
Baroness is occupied!,男爵夫人被占用！
Handmaid is occupied!,侍女被占用！
Majordomo is occupied!,大管家被占用！
#Combatant is out of ammo!,#战斗员弹药耗尽！
{PLAYER} is out of ammo!,{PLAYER}弹药耗尽！
Kat is out of ammo!,卡蒂弹药耗尽！
Roland is out of ammo!,罗兰弹药耗尽！
Driina is out of ammo!,德莉娜弹药耗尽！
Iben is out of ammo!,伊本弹药耗尽！
Iago is out of ammo!,伊阿戈弹药耗尽！
Embla is out of ammo!,恩布拉弹药耗尽！
#Combatant passes!,#战斗员跳过！
{PLAYER} passes!,{PLAYER}跳过！
Kat passes!,卡蒂跳过！
Roland passes!,罗兰跳过！
Driina passes!,德莉娜跳过！
Iben passes!,伊本跳过！
Iago passes!,伊阿戈跳过！
Embla passes!,恩布拉跳过！
#Combatant recovers from surprise!,#战斗员从突袭中恢复过来！
{PLAYER} recovers from surprise!,{PLAYER}从突袭中恢复过来！
Kat  recovers from surprise!,卡蒂从突袭中恢复过来！
Roland recovers from surprise!,罗兰从突袭中恢复过来！
Driina recovers from surprise!,德莉娜从突袭中恢复过来！
Iben recovers from surprise!,伊本从突袭中恢复过来！
Iago recovers from surprise!,伊阿戈从突袭中恢复过来！
Embla recovers from surprise!,恩布拉从突袭中恢复过来！
Giant Bat recovers from surprise!,巨蝙蝠从突袭中恢复过来！
Giant Beetle recovers from surprise!,巨甲虫从突袭中恢复过来！
Rhino Beetle recovers from surprise!,犀甲虫从突袭中恢复过来！
Carrion Crawler recovers from surprise!,腐尸爬行者从突袭中恢复过来！
Giant Centipede recovers from surprise!,巨蜈蚣从突袭中恢复过来！
Fell Crab recovers from surprise!,凶煞蟹从突袭中恢复过来！
Corpse Eater recovers from surprise!,食尸者从突袭中恢复过来！
Giant Crab recovers from surprise!,巨螃蟹从突袭中恢复过来！
Crab recovers from surprise!,螃蟹从突袭中恢复过来！
Rot Crab recovers from surprise!,腐烂蟹从突袭中恢复过来！
Spider Crab recovers from surprise!,蜘蛛蟹从突袭中恢复过来！
Brood Guard recovers from surprise!,巢穴守卫从突袭中恢复过来！
Father recovers from surprise!,【父亲】从突袭中恢复过来！
Deep One Priestess recovers from surprise!,深潜者女祭司从突袭中恢复过来！
Deep One Queen recovers from surprise!,深潜者女王从突袭中恢复过来！
Deep One Warrior recovers from surprise!,深潜者战士从突袭中恢复过来！
Devolved recovers from surprise!,退化者从突袭中恢复过来！
Ghoul recovers from surprise!,食尸鬼从突袭中恢复过来！
Frost Ghoul recovers from surprise!,寒霜食尸鬼从突袭中恢复过来！
Giant Gnat recovers from surprise!,巨型蠓虫从突袭中恢复过来！
Cave Gnat recovers from surprise!,洞穴蠓虫从突袭中恢复过来！
Fell Hog recovers from surprise!,凶煞野猪从突袭中恢复过来！
Dire Hound recovers from surprise!,凶暴野狗从突袭中恢复过来！
Fell Hound recovers from surprise!,凶煞野狗从突袭中恢复过来！
Ice Hound recovers from surprise!,冰原野狗从突袭中恢复过来！
Ice Strider recovers from surprise!,冰上漫步者从突袭中恢复过来！
Shadow Stalker recovers from surprise!,暗影猎手从突袭中恢复过来！
Giant Leech recovers from surprise!,巨型水蛭从突袭中恢复过来！
Albino Leech recovers from surprise!,白化水蛭从突袭中恢复过来！
Bloodletter recovers from surprise!,放血者从突袭中恢复过来！
Fell Lizard recovers from surprise!,凶煞蜥蜴从突袭中恢复过来！
Alpha Lizard recovers from surprise!,阿尔法蜥蜴从突袭中恢复过来！
Giant Lizard recovers from surprise!,巨蜥从突袭中恢复过来！
Ice Salamander recovers from surprise!,冰火蜥蜴从突袭中恢复过来！
Mold Child recovers from surprise!,霉菌幼体从突袭中恢复过来！
Ooze recovers from surprise!,软泥怪从突袭中恢复过来！
Flesh Ooze recovers from surprise!,血肉软泥怪从突袭中恢复过来！
Medusa Jelly recovers from surprise!,美杜莎果冻从突袭中恢复过来！
Risen Ooze recovers from surprise!,复生软泥怪从突袭中恢复过来！
Magma Ooze recovers from surprise!,岩浆软泥怪从突袭中恢复过来！
Magmite recovers from surprise!,岩浆虫从突袭中恢复过来！
Large Ooze recovers from surprise!,大型软泥怪从突袭中恢复过来！
Giant Rat recovers from surprise!,巨鼠从突袭中恢复过来！
Dire Rat recovers from surprise!,凶暴鼠从突袭中恢复过来！
Chitters-In-Darkness recovers from surprise!,暗影低语者从突袭中恢复过来！
Rabid Rat recovers from surprise!,狂怒鼠从突袭中恢复过来！
Shade recovers from surprise!,幽影从突袭中恢复过来！
Dire Serpent recovers from surprise!,凶暴蛇从突袭中恢复过来！
Fell Serpent recovers from surprise!,凶煞蛇从突袭中恢复过来！
Giant Snake recovers from surprise!,巨蛇从突袭中恢复过来！
Fleshstrider recovers from surprise!,血肉行者从突袭中恢复过来！
Flying Polyp recovers from surprise!,飞行水螅体从突袭中恢复过来！
Dragon's Herald recovers from surprise!,龙使从突袭中恢复过来！
Evolved recovers from surprise!,进化者从突袭中恢复过来！
Newborne recovers from surprise!,新生儿从突袭中恢复过来！
Vessel recovers from surprise!,容器从突袭中恢复过来！
Stalker recovers from surprise!,猎手从突袭中恢复过来！
Giant Spider recovers from surprise!,巨蜘蛛从突袭中恢复过来！
Large Spider recovers from surprise!,大蜘蛛从突袭中恢复过来！
Shambler recovers from surprise!,行尸从突袭中恢复过来！
Frost Shambler recovers from surprise!,寒霜行尸从突袭中恢复过来！
Reaver Berserker recovers from surprise!,劫掠者狂战士从突袭中恢复过来！
Brigand Archer recovers from surprise!,强盗弓箭手从突袭中恢复过来！
Brigand Rogue recovers from surprise!,强盗游荡者从突袭中恢复过来！
Brigand Swordsman recovers from surprise!,强盗剑士从突袭中恢复过来！
Mad Sailor recovers from surprise!,疯水手从突袭中恢复过来！
Mad Sailo recovers from surprise!,疯水手从突袭中恢复过来！
Guild Magos recovers from surprise!,公会法师从突袭中恢复过来！
Guild Mag recovers from surprise!,公会法师从突袭中恢复过来！
Wight recovers from surprise!,尸妖从突袭中恢复过来！
Feral Clone recovers from surprise!,野性克隆体从突袭中恢复过来！
Jester recovers from surprise!,弄臣从突袭中恢复过来！
Reaver Brute recovers from surprise!,掠夺者蛮兵从突袭中恢复过来！
Reaver Scout recovers from surprise!,劫掠者侦察兵从突袭中恢复过来！
Reaver recovers from surprise!,劫掠者从突袭中恢复过来！
Reaver Blackguard recovers from surprise!,劫掠者黑卫从突袭中恢复过来！
Reaver Mystic recovers from surprise!,劫掠者秘术师从突袭中恢复过来！
Cultist recovers from surprise!,邪教徒从突袭中恢复过来！
Bobbert the Recruit recovers from surprise!,新兵博伯特从突袭中恢复过来！
Wreck Picker recovers from surprise!,残骸拾荒者从突袭中恢复过来！
Oleg the Gray recovers from surprise!,灰发奥列格从突袭中恢复过来！
Red Kala recovers from surprise!,红卡菈从突袭中恢复过来！
The Butcher recovers from surprise!,屠夫从突袭中恢复过来！
Snow recovers from surprise!,斯诺从突袭中恢复过来！
The Ancient King recovers from surprise!,古王从突袭中恢复过来！
Joran the Usurper recovers from surprise!,篡位者约兰从突袭中恢复过来！
Baroness recovers from surprise!,男爵夫人从突袭中恢复过来！
Handmaid recovers from surprise!,侍女从突袭中恢复过来！
Majordomo recovers from surprise!,大管家从突袭中恢复过来！
#Combatant Shifts,#战斗员切换
{PLAYER} Shifts,{PLAYER}切换
Kat Shifts,卡蒂切换
Roland Shifts,罗兰切换
Driina Shifts,德莉娜切换
Iben Shifts,伊本切换
Iago Shifts,伊阿戈切换
Embla Shifts,恩布拉切换
#Combatant used Maneuver,#战斗员使用了战技
{PLAYER} used Maneuver,{PLAYER}使用了战技
Kat used Maneuver,卡蒂使用了战技
Roland used Maneuver,罗兰使用了战技
Driina used Maneuver,德莉娜使用了战技
Iben used Maneuver,伊本使用了战技
Iago used Maneuver,伊阿戈使用了战技
Embla used Maneuver,恩布拉使用了战技
Giant Bat used Maneuver,巨蝙蝠使用了战技
Giant Beetle used Maneuver,巨甲虫使用了战技
Rhino Beetle used Maneuver,犀甲虫使用了战技
Carrion Crawler used Maneuver,腐尸爬行者使用了战技
Giant Centipede used Maneuver,巨蜈蚣使用了战技
Fell Crab used Maneuver,凶煞蟹使用了战技
Corpse Eater used Maneuver,食尸者使用了战技
Giant Crab used Maneuver,巨螃蟹使用了战技
Crab used Maneuver,螃蟹使用了战技
Rot Crab used Maneuver,腐烂蟹使用了战技
Spider Crab used Maneuver,蜘蛛蟹使用了战技
Brood Guard used Maneuver,巢穴守卫使用了战技
Father used Maneuver,【父亲】使用了战技
Deep One Priestess used Maneuver,深潜者女祭司使用了战技
Deep One Queen used Maneuver,深潜者女王使用了战技
Deep One Warrior used Maneuver,深潜者战士使用了战技
Devolved used Maneuver,退化者使用了战技
Ghoul used Maneuver,食尸鬼使用了战技
Frost Ghoul used Maneuver,寒霜食尸鬼使用了战技
Giant Gnat used Maneuver,巨型蠓虫使用了战技
Cave Gnat used Maneuver,洞穴蠓虫使用了战技
Fell Hog used Maneuver,凶煞野猪使用了战技
Dire Hound used Maneuver,凶暴野狗使用了战技
Fell Hound used Maneuver,凶煞野狗使用了战技
Ice Hound used Maneuver,冰原野狗使用了战技
Ice Strider used Maneuver,冰上漫步者使用了战技
Shadow Stalker used Maneuver,暗影猎手使用了战技
Giant Leech used Maneuver,巨型水蛭使用了战技
Albino Leech used Maneuver,白化水蛭使用了战技
Bloodletter used Maneuver,放血者使用了战技
Fell Lizard used Maneuver,凶煞蜥蜴使用了战技
Alpha Lizard used Maneuver,阿尔法蜥蜴使用了战技
Giant Lizard used Maneuver,巨蜥使用了战技
Ice Salamander used Maneuver,冰火蜥蜴使用了战技
Mold Child used Maneuver,霉菌幼体使用了战技
Ooze used Maneuver,软泥怪使用了战技
Flesh Ooze used Maneuver,血肉软泥怪使用了战技
Medusa Jelly used Maneuver,美杜莎果冻使用了战技
Risen Ooze used Maneuver,复生软泥怪使用了战技
Magma Ooze used Maneuver,岩浆软泥怪使用了战技
Magmite used Maneuver,岩浆虫使用了战技
Large Ooze used Maneuver,大型软泥怪使用了战技
Giant Rat used Maneuver,巨鼠使用了战技
Dire Rat used Maneuver,凶暴鼠使用了战技
Chitters-In-Darkness used Maneuver,暗影低语者使用了战技
Rabid Rat used Maneuver,狂怒鼠使用了战技
Shade used Maneuver,阴影使用了战技
Dire Serpent used Maneuver,凶暴蛇使用了战技
Fell Serpent used Maneuver,凶煞蛇使用了战技
Giant Snake used Maneuver,巨蛇使用了战技
Fleshstrider used Maneuver,血肉行者使用了战技
Flying Polyp used Maneuver,飞行息肉使用了战技
Dragon's Herald used Maneuver,龙使使用了战技
Evolved used Maneuver,进化者使用了战技
Newborne used Maneuver,新生儿使用了战技
Vessel used Maneuver,容器使用了战技
Stalker used Maneuver,猎手使用了战技
Giant Spider used Maneuver,巨蜘蛛使用了战技
Large Spider used Maneuver,大蜘蛛使用了战技
Shambler used Maneuver,行尸使用了战技
Frost Shambler used Maneuver,寒霜行尸使用了战技
Reaver Berserker used Maneuver,劫掠者狂战士使用了战技
Brigand Archer used Maneuver,强盗弓箭手使用了战技
Brigand Rogue used Maneuver,强盗游荡者使用了战技
Brigand Swordsman used Maneuver,强盗剑士使用了战技
Mad Sailor used Maneuver,疯水手使用了战技
Mad Sailo used Maneuver,疯水手使用了战技
Guild Magos used Maneuver,公会法师使用了战技
Guild Mag used Maneuver,公会法师使用了战技
Wight used Maneuver,尸妖使用了战技
Feral Clone used Maneuver,野性克隆体使用了战技
Jester used Maneuver,弄臣使用了战技
Reaver Brute used Maneuver,掠夺者蛮兵使用了战技
Reaver Scout used Maneuver,劫掠者侦察兵使用了战技
Reaver used Maneuver,劫掠者使用了战技
Reaver Blackguard used Maneuver,劫掠者黑卫使用了战技
Reaver Mystic used Maneuver,劫掠者秘术师使用了战技
Cultist used Maneuver,邪教徒使用了战技
Bobbert the Recruit used Maneuver,新兵博伯特使用了战技
Wreck Picker used Maneuver,残骸拾荒者使用了战技
Oleg the Gray used Maneuver,灰发奥列格使用了战技
Red Kala used Maneuver,红卡菈使用了战技
The Butcher used Maneuver,屠夫使用了战技
Snow used Maneuver,斯诺使用了战技
The Ancient King used Maneuver,古王使用了战技
Joran the Usurper used Maneuver,篡位者约兰使用了战技
Baroness used Maneuver,男爵夫人使用了战技
Handmaid used Maneuver,侍女使用了战技
Majordomo used Maneuver,大管家使用了战技
#Combatant used Spell,#战斗者使用了法术
{PLAYER} used Spell,{PLAYER} 使用了法术
Kat used Spell,卡蒂 使用了法术
Roland used Spell,罗兰 使用了法术
Driina used Spell,德莉娜 使用了法术
Iben used Spell,伊本 使用了法术
Iago used Spell,伊阿戈 使用了法术
Embla used Spell,恩布拉 使用了法术
Giant Bat used Spell,巨蝙蝠 使用了法术
Giant Beetle used Spell,巨甲虫 使用了法术
Rhino Beetle used Spell,犀甲虫 使用了法术
Carrion Crawler used Spell,腐尸爬行者 使用了法术
Giant Centipede used Spell,巨蜈蚣 使用了法术
Fell Crab used Spell,凶煞蟹 使用了法术
Corpse Eater used Spell,食尸者 使用了法术
Giant Crab used Spell,巨螃蟹 使用了法术
Crab used Spell,螃蟹 使用了法术
Rot Crab used Spell,腐烂蟹 使用了法术
Spider Crab used Spell,蜘蛛蟹 使用了法术
Brood Guard used Spell,巢穴守卫 使用了法术
Father used Spell,【父亲】 使用了法术
Deep One Priestess used Spell,深潜者女祭司 使用了法术
Deep One Queen used Spell,深潜者女王 使用了法术
Deep One Warrior used Spell,深潜者战士 使用了法术
Devolved used Spell,退化者 使用了法术
Ghoul used Spell,食尸鬼 使用了法术
Frost Ghoul used Spell,寒霜食尸鬼 使用了法术
Giant Gnat used Spell,巨型蠓虫 使用了法术
Cave Gnat used Spell,洞穴蠓虫 使用了法术
Fell Hog used Spell,凶煞野猪 使用了法术
Dire Hound used Spell,凶暴野狗 使用了法术
Fell Hound used Spell,凶煞野狗 使用了法术
Ice Hound used Spell,冰原野狗 使用了法术
Ice Strider used Spell,冰上漫步者 使用了法术
Shadow Stalker used Spell,暗影猎手 使用了法术
Giant Leech used Spell,巨型水蛭 使用了法术
Albino Leech used Spell,白化水蛭 使用了法术
Bloodletter used Spell,放血者 使用了法术
Fell Lizard used Spell,凶煞蜥蜴 使用了法术
Alpha Lizard used Spell,阿尔法蜥蜴 使用了法术
Giant Lizard used Spell,巨蜥 使用了法术
Ice Salamander used Spell,冰火蜥蜴 使用了法术
Mold Child used Spell,霉菌幼体 使用了法术
Ooze used Spell,软泥怪 使用了法术
Flesh Ooze used Spell,血肉软泥怪 使用了法术
Medusa Jelly used Spell,美杜莎果冻 使用了法术
Risen Ooze used Spell,复生软泥怪 使用了法术
Magma Ooze used Spell,岩浆软泥怪 使用了法术
Magmite used Spell,岩浆虫 使用了法术
Large Ooze used Spell,大型软泥怪 使用了法术
Giant Rat used Spell,巨鼠 使用了法术
Dire Rat used Spell,凶暴鼠 使用了法术
Chitters-In-Darkness used Spell,暗影低语者 使用了法术
Rabid Rat used Spell,狂怒鼠 使用了法术
Shade used Spell,颜色 使用了法术
Dire Serpent used Spell,凶暴蛇 使用了法术
Fell Serpent used Spell,凶煞蛇 使用了法术
Giant Snake used Spell,巨蛇 使用了法术
Fleshstrider used Spell,血肉行者 使用了法术
Flying Polyp used Spell,飞行息肉 使用了法术
Dragon's Herald used Spell,龙使 使用了法术
Evolved used Spell,进化者 使用了法术
Newborne used Spell,新生儿 使用了法术
Vessel used Spell,容器 使用了法术
Stalker used Spell,猎手 使用了法术
Giant Spider used Spell,巨蜘蛛 使用了法术
Large Spider used Spell,大蜘蛛 使用了法术
Shambler used Spell,行尸 使用了法术
Frost Shambler used Spell,寒霜行尸 使用了法术
Reaver Berserker used Spell,劫掠者狂战士 使用了法术
Brigand Archer used Spell,强盗弓箭手 使用了法术
Brigand Rogue used Spell,强盗游荡者 使用了法术
Brigand Swordsman used Spell,强盗剑士 使用了法术
Mad Sailor used Spell,疯水手 使用了法术
Mad Sailo used Spell,疯赛洛 使用了法术
Guild Magos used Spell,公会法师 使用了法术
Guild Mag used Spell,公会法师 使用了法术
Wight used Spell,尸妖 使用了法术
Feral Clone used Spell,野性克隆体 使用了法术
Jester used Spell,弄臣 使用了法术
Reaver Brute used Spell,掠夺者蛮兵 使用了法术
Reaver Scout used Spell,劫掠者侦察兵 使用了法术
Reaver used Spell,劫掠者 使用了法术
Reaver Blackguard used Spell,劫掠者黑卫 使用了法术
Reaver Mystic used Spell,劫掠者秘术师 使用了法术
Cultist used Spell,邪教徒 使用了法术
Bobbert the Recruit used Spell,新兵博伯特 使用了法术
Wreck Picker used Spell,残骸拾荒者 使用了法术
Oleg the Gray used Spell,灰发奥列格 使用了法术
Red Kala used Spell,红卡菈 使用了法术
The Butcher used Spell,屠夫 使用了法术
Snow used Spell,斯诺 使用了法术
The Ancient King used Spell,古王 使用了法术
Joran the Usurper used Spell,篡位者约兰 使用了法术
Baroness used Spell,男爵夫人 使用了法术
Handmaid used Spell,侍女 使用了法术
Majordomo used Spell,大管家 使用了法术
Majordomo used Triggered Ability,大管家 使用了触发能力
#Combatant used Triggered Ability,#战斗员使用了触发能力
{PLAYER} used Triggered Ability,{PLAYER}使用了触发能力
Kat used Triggered Ability,卡蒂使用了触发能力
Roland used Triggered Ability,罗兰使用了触发能力
Driina used Triggered Ability,德莉娜使用了触发能力
Iben used Triggered Ability,伊本使用了触发能力
Iago used Triggered Ability,伊阿戈使用了触发能力
Embla used Triggered Ability,恩布拉使用了触发能力
Giant Bat used Triggered Ability,巨蝙蝠使用了触发能力
Giant Beetle used Triggered Ability,巨甲虫使用了触发能力
Rhino Beetle used Triggered Ability,犀甲虫使用了触发能力
Carrion Crawler used Triggered Ability,腐尸爬行者使用了触发能力
Giant Centipede used Triggered Ability,巨蜈蚣使用了触发能力
Fell Crab used Triggered Ability,凶煞蟹使用了触发能力
Corpse Eater used Triggered Ability,食尸者使用了触发能力
Giant Crab used Triggered Ability,巨螃蟹使用了触发能力
Crab used Triggered Ability,螃蟹使用了触发能力
Rot Crab used Triggered Ability,腐烂蟹使用了触发能力
Spider Crab used Triggered Ability,蜘蛛蟹使用了触发能力
Brood Guard used Triggered Ability,巢穴守卫使用了触发能力
Father used Triggered Ability,【父亲】使用了触发能力
Deep One Priestess used Triggered Ability,深潜者女祭司使用了触发能力
Deep One Queen used Triggered Ability,深潜者女王使用了触发能力
Deep One Warrior used Triggered Ability,深潜者战士使用了触发能力
Devolved used Triggered Ability,退化者使用了触发能力
Ghoul used Triggered Ability,食尸鬼使用了触发能力
Frost Ghoul used Triggered Ability,寒霜食尸鬼使用了触发能力
Giant Gnat used Triggered Ability,巨型蠓虫使用了触发能力
Cave Gnat used Triggered Ability,洞穴蠓虫使用了触发能力
Fell Hog used Triggered Ability,凶煞野猪使用了触发能力
Dire Hound used Triggered Ability,凶暴野狗使用了触发能力
Fell Hound used Triggered Ability,凶煞野狗使用了触发能力
Ice Hound used Triggered Ability,冰原野狗使用了触发能力
Ice Strider used Triggered Ability,冰上漫步者使用了触发能力
Shadow Stalker used Triggered Ability,暗影猎手使用了触发能力
Giant Leech used Triggered Ability,巨型水蛭使用了触发能力
Albino Leech used Triggered Ability,白化水蛭使用了触发能力
Bloodletter used Triggered Ability,放血者使用了触发能力
Fell Lizard used Triggered Ability,凶煞蜥蜴使用了触发能力
Alpha Lizard used Triggered Ability,阿尔法蜥蜴使用了触发能力
Giant Lizard used Triggered Ability,巨蜥使用了触发能力
Ice Salamander used Triggered Ability,冰火蜥蜴使用了触发能力
Mold Child used Triggered Ability,霉菌幼体使用了触发能力
Ooze used Triggered Ability,软泥怪使用了触发能力
Flesh Ooze used Triggered Ability,血肉软泥怪使用了触发能力
Medusa Jelly used Triggered Ability,美杜莎果冻使用了触发能力
Risen Ooze used Triggered Ability,复生软泥怪使用了触发能力
Magma Ooze used Triggered Ability,岩浆软泥怪使用了触发能力
Magmite used Triggered Ability,岩浆虫使用了触发能力
Large Ooze used Triggered Ability,大型软泥怪使用了触发能力
Giant Rat used Triggered Ability,巨鼠使用了触发能力
Dire Rat used Triggered Ability,凶暴鼠使用了触发能力
Chitters-In-Darkness used Triggered Ability,暗影低语者使用了触发能力
Rabid Rat used Triggered Ability,狂怒鼠使用了触发能力
Shade used Triggered Ability,颜色使用了触发能力
Dire Serpent used Triggered Ability,凶暴蛇使用了触发能力
Fell Serpent used Triggered Ability,凶煞蛇使用了触发能力
Giant Snake used Triggered Ability,巨蛇使用了触发能力
Fleshstrider used Triggered Ability,血肉行者使用了触发能力
Flying Polyp used Triggered Ability,飞行息肉使用了触发能力
Dragon's Herald used Triggered Ability,龙使使用了触发能力
Evolved used Triggered Ability,进化者使用了触发能力
Newborne used Triggered Ability,新生儿使用了触发能力
Vessel used Triggered Ability,容器使用了触发能力
Stalker used Triggered Ability,猎手使用了触发能力
Giant Spider used Triggered Ability,巨蜘蛛使用了触发能力
Large Spider used Triggered Ability,大蜘蛛使用了触发能力
Shambler used Triggered Ability,行尸使用了触发能力
Frost Shambler used Triggered Ability,寒霜行尸使用了触发能力
Reaver Berserker used Triggered Ability,劫掠者狂战士使用了触发能力
Brigand Archer used Triggered Ability,强盗弓箭手使用了触发能力
Brigand Rogue used Triggered Ability,强盗游荡者使用了触发能力
Brigand Swordsman used Triggered Ability,强盗剑士使用了触发能力
Mad Sailor used Triggered Ability,疯水手使用了触发能力
Mad Sailo used Triggered Ability,疯水手使用了触发能力
Guild Magos used Triggered Ability,公会法师使用了触发能力
Guild Mag used Triggered Ability,公会法师使用了触发能力
Wight used Triggered Ability,尸妖使用了触发能力
Feral Clone used Triggered Ability,野性克隆体使用了触发能力
Jester used Triggered Ability,弄臣使用了触发能力
Reaver Brute used Triggered Ability,掠夺者蛮兵使用了触发能力
Reaver Scout used Triggered Ability,劫掠者侦察兵使用了触发能力
Reaver used Triggered Ability,劫掠者使用了触发能力
Reaver Blackguard used Triggered Ability,劫掠者黑卫使用了触发能力
Reaver Mystic used Triggered Ability,劫掠者秘术师使用了触发能力
Cultist used Triggered Ability,邪教徒使用了触发能力
Bobbert the Recruit used Triggered Ability,新兵博伯特使用了触发能力
Wreck Picker used Triggered Ability,残骸拾荒者使用了触发能力
Oleg the Gray used Triggered Ability,灰发奥列格使用了触发能力
Red Kala used Triggered Ability,红卡菈使用了触发能力
The Butcher used Triggered Ability,屠夫使用了触发能力
Snow used Triggered Ability,斯诺使用了触发能力
The Ancient King used Triggered Ability,古王使用了触发能力
Joran the Usurper used Triggered Ability,篡位者约兰使用了触发能力
Baroness used Triggered Ability,男爵夫人使用了触发能力
Handmaid used Triggered Ability,侍女使用了触发能力
#Combat Log,#战斗日志
Soak: -1,吸收：-1
Soak: -2,吸收：-2
Soak: -3,吸收：-3
Soak: -4,吸收：-4
Soak: -5,吸收：-5
Soak: -6,吸收：-6
Soak: -7,吸收：-7
Soak: -8,吸收：-8
Soak: -9,吸收：-9
Soak: -10,吸收：-10
Soak: -11,吸收：-11
Soak: -12,吸收：-12
Soak: -13,吸收：-13
Soak: -14,吸收：-14
Soak: -15,吸收：-15
Soak: -16,吸收：-16
Slashing Damage,挥砍伤害
Blunt Damage,钝击伤害
Piercing Damage,穿刺伤害
Magical Damage,魔法伤害
Cold Damage,寒冷伤害
Acid Damage,强酸伤害
Kinetic Damage,动能伤害
Sublime Damage,神圣伤害
Electric Damage,闪电伤害
Fire Damage,火焰伤害
Psychic Damage,心灵伤害
Slashing Dmg,挥砍伤害
Blunt Dmg,钝击伤害
Piercing Dmg,穿刺伤害
Magical Dmg,魔法伤害
