original,translate
Somewhere between a deep wail and singing,介于深沉的哀嚎与歌唱之间
Could not perform observations tonight,今晚无法进行观测
Charts or instruments are off and I cannot make sense of the sky,星图或仪器出了问题，我无法理解这片天空
There are bodies there,那里有天体
Bodies that are alien to me,对我而言陌生的天体
It must be some form of comet storm or some other extraordinary astronomical event that has not been predicted in the Imperial Charts,这一定是某种彗星风暴或其他未被帝国星图预测到的异常天文事件
They are wrong!,它们错了！
I have done the calculations over and over and I come to the same conclusion,我一遍又一遍地计算，得出的都是同一个结论
The stars are wrong - in so many ways!,星辰错了——在很多方面都错了！
"As I observed an alien cluster in the southeastern quadrant, it dawned on me with absolute certainty",当我观察东南象限的一个陌生星团时，我带着绝对的确定性恍然大悟
I am not watching them - they are watching me,不是我在观察它们——而是它们在注视我
I dread to look again yet I feel compelled to do so,我害怕再次仰望，却又感到不得不这么做
They beckon me,它们在召唤我
I am certain that if I look again into that dreadful cluster in the southeastern quadrant I shall be undone,我确信如果我再看向东南象限那个可怕的星团，我必将崩溃
Yet there are answers there,然而那里有答案
Deeper and more profound than any mortal mind can comprehend,比任何凡人的心智所能理解的都更深刻、更深远
I believe I shall look again,我想我会再次仰望
I must,我必须这么做
Origins of the Legionnaire’s Rest,《归战花的起源》
"A small, generic book of lore",一本不起眼的通用学识书
Fawlon’s Treatise on the Origins of Imperial Fauna Excerpt,法隆的《帝国动物起源》论文节选
Legionnaire’s Rest,归战花
"Records state the battle of Diagolo pass raged for 3 days, and when it was over, more lives had been lost than saved",记录表明，迪亚戈洛隘口战役持续了三天，当它结束时，逝去的生命比获救的更多
"It was a time of great sorrow, but from this calamity, new life blossomed",那是一个巨大悲痛的时期，但从这场灾难中，新的生命绽放了
For from the soil beneath which the lost legions lay an abundance of crimson red flowers sprouted forth,因为在埋葬着逝去军团的土壤之下，大量深红色的花朵破土而出
"Flowers that, it is said, will only grow upon the graves of those fallen in battle",据说，这种花只会生长在那些战死沙场之人的坟墓上
Folk Poetry of the North,北方民谣
Volume,卷
THE RIVEMAN'S RHYME,河上人歌谣
"To the river I will go,",我将去往河边，
"To soothe a heart that’s full of woe,",抚慰一颗充满悲伤的心，
For in the water’s cool embrace,因为在河水的清凉怀抱中
My true self I will face,我将面对真实的自我
FOLK LITANY OF THE DEAD,民间亡者祷文
"Bathe the flesh,",洗净肉身，
Mend the bone,接好断骨
"Then lay the body,",然后安放遗体，
Beneath the stone,于石碑之下
AN ODE TO THE POTATO,土豆颂
"Oh, how blessed we’ll be,",哦，我们将多么有福，
"To taste your earthy bliss,",品尝你那泥土的至福，
When we have sown our fields,当我们播下田地
And planted your seeds,种下你的块茎
And awaited rain’s gentle kiss,并等待雨水轻柔的吻
Postscript,附言
"For context and comaprison, I have taken the opportunity of adding the transcript of a fruit farmer's tirade to the local magistrate on the issue of the potatoe-related agricultural reforms",为了提供背景和对比，我借此机会附上了一位果农就土豆相关农业改革问题对地方长官发表的长篇抨击的抄本
If I receive one more decree commanding me to re-sow my fruit orchards into bloody potato fields!,要是我再收到一份命令，让我把果园改种成该死的土豆田！
I’m going to send him a bag full of my ripest manure!,我就送他一袋我这儿最熟的粪肥！
"Bloody Magi, making a mess of the world and leaving it to us lot to clean it up!",该死的法师，把世界搞得一团糟，然后丢给我们这些人来收拾！
Not on my farm!,别想在我的农场上搞！
They can shove their bloody seed-potatoes up their sacred arses for all I bleeding care!,他们可以把那该死的种薯塞进他们神圣的屁眼里，我才他妈的不管呢！
Origins of the Sorroweater,《悲噬花的起源》
Sorrow-Eater,悲噬花
"In the year of 641 GA, after the lay-Countess of Vaul lost her firstborn to dry lung, it is rumored that she locked herself up in her chambers to wallow in her grief",在升天纪641年，瓦乌尔的世俗女爵因干肺病失去了她的第一个孩子后，据传她将自己锁在房间里，沉溺于悲痛之中
"One of the lay-Countess's most important offices was as head of the High Forum, and thus, fearing her absence would cause much unrest amongst nobility, the countess’ majordomo sought help from a wise old crone",这位世俗女爵最重要的职责之一是担任大议会的首脑，因此，担心她的缺席会在贵族中引起诸多动荡，女爵的大管家向一位睿智的老妇寻求帮助
"After hearing her plea, the crone handed the countess’ majordomo a single, violet coloured flower",听完她的恳求后，老妇递给女爵的大管家一朵紫色的花
"Place this beside her bed, and to it all her sorrow shall be fed",将此花置于她床边，她所有的悲伤都将被它吞噬
"Desperate, the countess’ majordomo did as the crone advised, and less than a tide later, the lay-Countess of Vaul left her chambers for the first time since the loss of her child",绝望之下，女爵的大管家照老妇的建议做了，不到一个潮汐周期后，瓦乌尔的世俗女爵自失去孩子以来第一次离开了她的房间
"The tale was quickly passed between courtiers, and ever since, the fauna - aptly named ‘Sorroweater’ - has been given as a gift in times of great sorrow",这个故事很快在朝臣间流传开来，从此以后，这种被恰当地命名为‘悲噬花’的植物，便作为礼物在巨大悲痛之时赠予他人
The High Forum of 641 was indeed a great success,641年的大议会确实是一次巨大的成功
"As so often when the lay-nobility conveens, much was discussed, little was decided and nothing was accomplished save gluttony, fornication and a stabbing or two",正如世俗贵族集会时常有的情况，讨论了很多，决定很少，除了暴食、淫乱和一两次捅人事件外，一事无成
Origins of the Starspawn,《星泪花的起源》
Starspawn,星泪花
"Despite its beautiful appearance, the legend on the origin of the Starflower is a grim one",尽管外表美丽，关于星裔花起源的传说却是一个阴森的故事
"Many centuries ago, before Gallina came from the south, a fatally wounded warrior lay dying",许多世纪前，在伽里安从南方到来之前，一个受了致命伤的战士奄奄一息地躺着
He pleaded to the Gods for help just as a shooting star passed through the sky,正当一颗流星划过天际时，他向众神祈求帮助
"Hearing his cries and taking pity on the young man, the star descended to earth to answer his prayers",听到他的哭喊并怜悯这个年轻人，星星降临凡间来回应他的祈祷
For such was her nature,因为这就是她的本性
"At first the soldier was grateful, but he became smitten by her beauty and soon grew lustful",起初士兵很感激，但他被她的美貌迷住，很快变得充满欲念
Then possessive and finally cruel towards the stellar being,接着是占有欲，最后对这位星之存在变得残忍
For such was his nature,因为这就是他的本性
"She refused him, claiming that stars belong to all who love them and the soldier went mad with rage",她拒绝了他，声称星星属于所有爱它们的人，士兵因愤怒而发狂
"He strangled her then and there for if he could not have her, no one would",他当场扼死了她，因为他若不能拥有她，谁也别想
"As the star’s last breath left her, her Sisters began to weep",当星星的最后一息离开她时，她的姐妹们开始哭泣
"In a shower of burning light, their tears fell to the earth where the star lay, immolating the man who had killed her",在一阵燃烧的光雨中，她们的泪水落在这位星星倒下的土地上，将杀害她的男人化为灰烬
"When dawn finally broke and the stars withdrew, all that was left in their wake was a field of star-shaped flowers",当黎明终于到来，群星隐退时，它们身后留下的，只有一片星形花朵的田野
Origins of the Sunmouth,《向阳吻的起源》
Sunmouth,向阳吻
This bright fauna was first discovered in the province of Gorremia following one of the worst winters in the region’s history,这种明亮的植物是在该地区历史上最严酷的一个冬天之后，在戈雷米亚省首次发现的
"It is reported that after months of unrelenting snow and ice, the land in this region had become so barren the locals worried new life would never grow from it again",据报道，在持续数月的冰雪之后，该地区的土地变得如此贫瘠，以至于本地人担心新的生命再也不会从这片土地上生长出来
"Fearing the worst, a handful of villagers decided to seek out new homes, and set out with heavy hearts to begin the long journey to the temperate Heartlands",担心最坏的情况发生，一小群村民决定去寻找新的家园，怀着沉重的心情出发，开始了前往气候温和的心脏地带的漫长旅程
"It was at this moment, as the villagers braced themselves to leave their lives behind, that a single ray of sunlight broke through the clouds to light the barren area before them",就在这一刻，当村民们做好准备抛弃过往生活时，一缕阳光穿透云层，照亮了他们面前那片贫瘠的土地
"Breaths held, the villagers watched as that sliver of sunlight thawed the icy ground, unveiling the beginnings of a single, yellow bud",村民们屏住呼吸，看着那一缕阳光融化了冰封的地面，显露出一株黄色花苞的雏形
"A bud that, to this day, has only ever been found to grow in areas of direct sunlight",一个直到今天，都只在阳光直射的地方才能被发现生长的花苞
Monk's Journal,修士的日记
We’re working long hours into the night to deal with the recent influx of corpses,我们长时间工作到深夜，以处理最近涌入的尸体
What compels these people to act so cruelly?,是什么驱使这些人行事如此残忍？
Yesterday we had the corpse of a young boy of no more than 12 years come in,昨天我们收到了一具不超过12岁的小男孩的尸体
He had been beaten to death by the looks of it,从外表看他是被殴打致死的
"Sacred dead preserve me - were it not for the calling, I’m not sure I would have persevered",神圣的逝者保佑我——若不是因为这份天职，我不确定自己能否坚持下去
A glimmer of light,一线光明
"Brother Aruun came running up from the crypt, so frightened he had pissed his robes",阿鲁恩修士从墓室跑上来，吓得尿湿了长袍
He claimed he saw something move down in the crypt,他声称看到墓室下面有东西在动
Something “unnatural,某种“不自然”的东西
"We laughed till we fell over and by the end, so did he",我们笑得前仰后合，到最后，他也笑了
No doubt he saw one of the rats but it’s funny where the mind wanders when sleep becomes scarce,毫无疑问他看到了某只老鼠，但当睡眠不足时，思绪会飘到哪儿去，这很有趣
Something is wrong in the village!,村子里出事了！
They say some kind of riot has broken out,他们说爆发了某种骚乱
Hierophant Leios said Driina has gone to investigate and that we monks should stay in the crypt for our own safety,大祭司莱奥斯说德莉娜已经去调查了，我们这些修士为了自身安全应该待在墓室里
We try to pass the time with work but I wish we knew what was happening,我们试着用工作打发时间，但我真希望我们知道发生了什么
They came from the lower crypts!,他们从下层墓室来的！
All are dead save me and brother Aruun!,除了我和阿鲁恩修士，所有人都死了！
We have locked ourselves in the storage room,我们把自己锁在了储藏室里
How can this be?,这怎么可能？
How can such abominations walk?,这样的畸形生物怎么能行走？
There is no light in the afterlife!,来世没有光！
Only black stars,只有黑色的星辰
No water,没有水
Aruun did not wake today,阿鲁恩今天没有醒来
I dare not leave this room - I hear them outside,我不敢离开这个房间——我听到它们在外面
I too shall pass,我也将离去
Black stars beckon,黑色的星辰在召唤
A Ragged Note,破旧的字条
A ragged letter that seems to contain direction of some sort,一封破旧的信，似乎包含某种指示
Enter the sewers from the harbor through the westernmost outlet,从港口通过最西边的出口进入下水道
Follow the chalk arrows on the wall and make your way east past the central cistern and then south,沿着墙上的粉笔箭头，向东经过中央蓄水池，然后向南
From there you’ll find a stairs going down and into the Rat-Maze,从那里你会找到一段向下的楼梯，进入鼠巢迷宫
"In the maze, go W, S, S, W, W and you’ll find yourself in the Underhalls",在迷宫中，按西、南、南、西、西走，你会到达地下大厅
Mind your manners while you’re there and be sure to peruse the Black Market,在那里注意你的举止，并且一定要去逛逛黑市
Surgeon's Journal,船医的日记
A journal that was kept by the ship surgeon of the Zephyr,一本由西风号船医保管的日记
Written on the day of departure from the mainland,写于离开大陆的那一天
Left Adler's Helm today with a full complement of passengers,今天满载乘客离开了鹰盔堡
Mercenaries by the looks of it,看起来是雇佣兵
Paid well,报酬丰厚
Ship was dispatched by Guild before we could fully restock medical supplies,我们还没来得及充分补充医疗物资，船就被公会派遣出发了
Hopefully we won't need them,希望我们用不上它们
"Then again, our passengers make me uneasy",话又说回来，我们的乘客让我感到不安
Written 5 days ago,写于5天前
Brawl in mess - had to set nose,食堂斗殴——不得不给人接鼻骨
Men seem on edge,人们似乎很紧张
Can't say I blame them,不能说怪他们
Have been sleeping poorly and dreams are... unsound,一直睡得不好，梦境……不安稳
Written 4 days ago,写于4天前
Igan came to me today with a bite-wound that he sustained whilst working in the hold,伊根今天来找我，他在货舱工作时受了咬伤
Didn't see creature and I would say it was a rat's bite if it weren't for the size and some aspect of the dentition that I find hard to explain properly,没看到是什么生物，如果不是因为伤口大小和齿痕的某些方面让我难以恰当解释，我会说那是老鼠咬的
Written two days ago,写于两天前
Was visited today by navigator Aslam,今天航海长阿斯拉姆来找我
He asked for Whitefern - a sedative,他要白蕨——一种镇静剂
Claimed he had trouble sleeping,声称他难以入睡
"Suspected he was not fully forthcoming and when pushed, he mumbled something about the stars being 'odd'",怀疑他没有完全说实话，追问之下，他含糊地说了些关于星星很‘古怪’的话
Not sure what he meant and he left before I could push him further,不确定他是什么意思，我还没来得及进一步追问他就离开了
Written today,写于今天
Men are about to break,人们快要崩溃了
We cannot maintain our course for Idra,我们无法维持前往伊德拉的航线
Captain advised me today to make ready the surgery and to expect casualties,船长今天通知我准备好手术，并预计会有伤亡
I suspect he intends to inform our passengers that he refuses to land on the island,我怀疑他打算通知我们的乘客，他拒绝在该岛登陆
If this is my last,如果这是我的最后一篇
The entry trails off,日志内容逐渐消失
Caspar's Journal,卡斯帕的日记
"A small, leather-bound journal filled with neat handwritten notes",一本皮革装订的小日志，写满了整洁的手写笔记
Noted on the inside cover is the name “Caspar of Loral,内封上注明了名字“洛拉尔的卡斯帕”
About a year ago,大约一年前
Arrived today and was met by the man who is to be my overseer,今天抵达，见到了将成为我监管者的人
Mathias,马蒂亚斯
He seemed nice enough albeit eccentric,他看起来足够友善，尽管有些古怪
Is this to be my fate as well?,这也将是我的命运吗？
"Woe to me that my wretched life and poor choices has landed me, Caspar of Loral, on this barren rock as the keeper of lights",我真是不幸啊，我悲惨的生活和糟糕的选择，让我，洛拉尔的卡斯帕，落在这块贫瘠的岩石上当守灯人
About six months ago,大约六个月前
Saw lights on the shore near the cave entrance,在洞穴入口附近的海岸上看到了光
Smugglers Mathias say,马蒂亚斯说是走私者
"He insists we leave them alone and I am forced to abide, though my mind wanders often to that cave and what may lay within",他坚持要我们别管他们，我被迫遵从，尽管我的思绪常常飘向那个洞穴以及里面可能藏着的东西
About a month ago,大约一个月前
I cannot take it any more!,我再也受不了了！
The old bastard is driving me mad!,那个老混蛋快把我逼疯了！
He spies on me and gives me strange looks,他监视我，还用奇怪的眼神看我
And I’m sure he goes through my things!,而且我肯定他翻过我的东西！
I went for a walk to clear my head and I ended up by the entrance to the sea-cave,我出去散步想清静一下，结果走到了海蚀洞窟的入口
Something is calling me there,那里有什么东西在召唤我
I hear it even in my sleep,我甚至在睡梦中都能听到它
About a week before your arrival in Idra,大约在你抵达伊德拉的一周前
Dreams driving me mad!,梦快把我逼疯了！
Always it calls me to the caves,它总是召唤我去那些洞穴
To the deeper dark that lies beneath where no man has tread for eons,去往那底下更深层的黑暗，那亘古以来无人踏足之地
The looking stone and the ancient sleepers,那窥视之石与远古的沉睡者
The blade calls me,那把刀剑在召唤我
I can take no more,我再也无法忍受了
Smuggler's Journal,走私者的日记
A small leather-bound book,一本皮革装订的小书
I hate these jobs,我讨厌这些活儿
Dropped off and told to guard the cargo until it can be collected,被放下船，被告知要守着货物直到有人来取
And whilst the bastards up in the northern cave are living the good life I’m stuck in this hole,当那些在北边洞穴里的混蛋们过着好日子时，我却困在这个洞里
I sometimes think the Imperial dungeons would be preferable,我有时觉得帝国的地牢都比这儿强
We explored the cave today and found what appears to be an underwater tunnel in one of the dead-ends,我们今天探索了洞穴，在其中一个死胡同里发现了一条看起来像是水下隧道的东西
Bryn insisted we try to swim it but I can think of no worse nightmare than being lost in the dark underwater,布林坚持要我们试着游过去，但我想不出比在黑暗的水下迷路更可怕的噩梦了
I told him as much and he got agitated,我把这话告诉了他，他变得焦躁不安
Yelled something about dreaming of an ancient relic,嚷嚷着什么梦到了一件古代遗物
I have no idea what he’s on about,我完全不知道他在说什么
Golden dead!,金色的逝者啊！
Bryn got attacked by a crab the size of a warhound today!,布林今天被一只战犬那么大的螃蟹袭击了！
Nearly took his leg off!,差点把他的腿给弄断了！
Neither of us have seen anything like it before and we can only pray it was alone!,我们俩以前都没见过这种东西，只能祈祷它是独行的！
Hope the ship won't be delayed much longer,希望船不会再延误太久了
Bryn is gone,布林不见了
I know in my heart he’s gone to the underwater tunnel,我心里清楚他去了那条水下隧道
Madness!,疯了！
Shapes are moving in the dark now,现在黑暗中有影子在移动
No way out and no one is coming for me!,没有出路，也没有人会来救我！
Light is failing,光正在消逝
Mother,母亲
Marita's Cookbook,玛丽塔的食谱
A humble cookbook,一本朴素的食谱
VEGETABLE SOUP,蔬菜汤
Potatoes - Carrots - Leeks,土豆 - 胡萝卜 - 韭葱
All of the above can be found growing in our field,以上所有都可以在我们的田里找到
FARMER'S OMELETTE,农家煎蛋卷
x Eggs - Potatoes - Onions,x个鸡蛋 - 土豆 - 洋葱
Sea bird eggs will do just fine,海鸟蛋就很好
Onions grow wild in abundance,洋葱大量野生
Cabal Journal,秘盟的日记
A journal that appears to have been written by one of the members of the Cabal expedition,一本似乎是由秘盟考察队一名成员写下的日记
This one was found in the base-camp,这本是在大本营找到的
ENTRY,条目
We’ve finally arrived at the Priory and found it in shockingly good condition,我们终于抵达了修道院，发现它的状况好得惊人
It’s as if time has stood still here,这里仿佛时间静止了一般
The initial survey does not reveal a clear means of accessing the lower level but I’m confident we’ll find a way given enough time,初步勘察没有发现进入下层的明确方法，但我相信只要有足够的时间，我们会找到路的
This place boggles the mind,这个地方令人难以置信
It appears to stand as it was left millennia ago,它看起来就像数千年前被遗弃时的样子
How it could have slipped so well out of time and history is truly a mystery to me,它怎么能如此彻底地脱离时间和历史，对我来说真是个谜
As is the fate of the Priory’s original occupants,修道院原住民的命运也是如此
Still no success in finding the door to the catacombs,寻找地下墓穴之门仍未成功
I can only conclude it’s somehow concealed,我只能断定它被以某种方式隐藏起来了
"We did, however, make an interesting discovery",不过，我们确实有了一个有趣的发现
The four statues on the “pilgrim’s road” can be rotated,“朝圣者之路”上的四尊雕像可以旋转
I’m certain this is somehow significant!,我确信这在某种程度上意义重大！
Some form of disease is spreading amongst the men,某种疾病正在人群中传播
Abdominal pain and swelling combined with fevers,腹痛、肿胀并伴有发烧
Our apothecary is so far at a loss at curing it but suggests that proximity to the fungal growths that started sprouting is a potential vector of infection,我们的药剂师至今仍不知如何治愈它，但提出靠近那些开始萌发的真菌生长物是潜在的感染媒介
I’ve ordered that masks be worn near the growths,我已下令在那些生长物附近必须佩戴口罩
A breakthrough,一个突破
We found a document in the scriptorium with a verse on it!,我们在缮写室找到了一份带有韵文的文件！
It’s so clear now,现在一切都清晰了
The portal had been hidden in plain sight all along - all it took to open it was the correct configuration of the statues!,那传送门一直就隐藏在显眼之处——打开它只需要雕像的正确排列组合！
The dreaming halls await!,梦境大厅在等待着！
A journal that appears to have been written by one of the members of the Cabal expedition that was dispatched to the Priory,一本似乎是由被派往修道院的秘盟考察队一名成员写下的日记
This one was found on a cocooned corpse in the catacombs,这本是在地下墓穴中一具被茧包裹的尸体上找到的
We entered the ‘Dreaming Hall’ today,我们今天进入了‘梦境大厅’
I’m awestruck by the mystery of it all,我对这一切的神秘感到敬畏
What secrets did the Sleeper whisper to the monks as they dreamed?,当修士们做梦时，沉睡者向他们低语了什么秘密？
We must push on and soon enough we too shall stand before his timeless glory,我们必须继续前进，很快我们也将站在他永恒的荣耀面前
"By the Maiden’s, we found it!",以圣女之名，我们找到了！
The tomb in all its glory,那尽显荣光的陵墓
We lost two members to traps trying to enter the room but it’s only a matter of time now,我们在试图进入房间时因陷阱失去了两名成员，但现在只是时间问题了
This is a disaster!,这真是一场灾难！
I know there is something here - calling for us!,我知道这里有东西——在召唤我们！
There must be some other way?,一定还有别的路吧？
Several pages are ruined from the fungal infection,有几页被真菌感染毁掉了
to move in and out of the caves and continue excavating the Eternity Gate,进出洞穴并继续挖掘永恒之门
My greatest concern at this point is the rate at which we are losing crew to suicides and infection,此刻我最担心的是我们因自杀和感染而损失队员的速度
I saw them change before my very eyes!,我亲眼看着他们在我眼前变化！
"Oh, blessed Maidens I may have escaped for now but I cannot escape the images that now haunt me",哦，圣洁的圣女们，我或许暂时逃脱了，但我无法逃脱如今萦绕我的景象
"What’s worse, the entire complex is somehow resealing itself and I’m trapped between the false tomb and the surface level",更糟的是，整个建筑群不知怎的正在自我重新封闭，我被困在了假墓和地表层之间
I can only pray someone is left alive topside to open the gate,我只能祈祷地面上还有人活着来打开大门
This one was found on a corpse in the catacombs,这本是在地下墓穴的一具尸体上找到的
They’ve found the secret passage to some kind of cave below the false tomb,他们找到了通往假墓下方某个洞穴的秘密通道
Something far older than the Priory itself,比修道院本身还要古老得多的东西
Older than the Empire even is the talk around camp,甚至比帝国还要古老，营地里都这么传
I just wish my insides didn’t hurt as much,我只希望我的肚子别那么疼
They’re sending me down with the next shipment of tools,他们要我跟下一批工具一起下去
That means passing the ‘night-maze’,这意味着要穿过‘黑夜迷宫’
They say it can’t be lit even by magical lighting,他们说那里甚至用魔法照明也无法点亮
I hate the dark,我讨厌黑暗
Apparently it’s easy enough to navigate if you know how,显然，如果你知道走法，穿过去很容易
South until you hit the first wall and then west until wall - north until wall - west until wall - north until wall - west until wall - then north and you’re there,向南直到碰到第一面墙，然后向西直到墙——向北直到墙——向西直到墙——向北直到墙——向西直到墙——然后向北，你就到了
I went all the way to the sanctum this time,这次我一路走到了圣所
By the Golden how I wish I had not,以金色之神的名义，我真希望我没去过
How can such a thing be?,怎么会有这种事？
The writing becomes rushed,字迹变得潦草
Hear screams below,听到下面有尖叫声
Something is wrong,出事了
Save us!,救救我们！
#Clothing,#服装
Clothing,服装
Apron,围裙
Dress,连衣裙
Commoner's Garb,平民服装
Rough but functional woolen clothing that serves the hard-working commoners of the empire well,粗糙但实用的羊毛衣物，很好地服务于帝国辛勤工作的平民
Bravo's Outfit,暴徒装束
Checkered Tunic,格纹外衣
Doublet,紧身上衣
Noble's Outfit,贵族装束
Pants,裤子
Rags,破布
Ranger's Outfit,游侠装束
Robes,长袍
Flashy Shirt,花哨衬衫
Short Pants,短裤
Comfortable Outfit,舒适装束
Tabard,罩袍
Toga,托加袍
Traveler's Garb,旅者外衣
Rough but functional woolen clothing,粗糙但实用的羊毛衣物
Well suited for travel and adventuring if you can learn to live with the itching,如果你能忍受瘙痒，非常适合旅行和冒险
Tribal Sash,部落腰带
Furs,毛皮
#Consumables - Tomes,#消耗品 - 卷册
Tome,卷册
TOME,卷册
Read to learn the spell,阅读以学习该法术
Requires ranks in one of the following schools,需要在以下学派之一中拥有等级
Tier,等级
#Consumeables,#消耗品
Consume,消耗
Consumable,消耗品
Brandy,白兰地
A bottle of strong Gorremian brandy,一瓶烈性戈雷米亚白兰地
The tired old mercenary's best friend,疲惫老兵的最佳良伴
Potion of Cure Disease,治愈疾病药水
Potion of Cure Poison,解毒药水
Firgol Cider,菲尔戈尔苹果酒
"Sparkling and sweet, this cider comes from the slow-growing orchards of Firgol",气泡丰富、甘甜可口，这款苹果酒产自菲尔戈生长缓慢的果园
Many claim it’s the best in all of the Northern Empire whilst a handful of bad apples will complain it’s too sweet,许多人称其为北境全境最佳，而少数坏苹果则会抱怨它太甜了
Potion of Greater Restoration,高级复原药水
Greater Tonic of Vitality,高级生命药水
Lesser Tonic of Vitality,次级生命药水
Moderate Tonic of Vitality,中级生命药水
Potion of Acid Immunity,强酸免疫药水
Potion of Electric Immunity,闪电免疫药水
Potion of Fire Immunity,火焰免疫药水
Potion of Panic Immunity,恐慌免疫药水
Greater Attunement Tonic,高级魔力药水
Lesser Attunement Tonic,次级魔力水
Moderate Attunement Tonic,中级魔力药水
Mead,蜂蜜酒
A sweet alcoholic brew made from honey,一种用蜂蜜酿造的甜味酒精饮料
Widely enjoyed in all of the Northern Empire and the Outer Isles,在北境全境及外岛广受欢迎
Potion of Agility,敏捷药水
Potion of Bless,祝福药水
Potion of Diamond Form,钻石形态药水
Potion of Fortify Will,强化意志药水
Potion of Frenzy,狂暴药水
Potion of Heroism,英勇药水
Potion of Regeneration,再生药水
Potion of Speed,速度药水
Potion of Stone Skin,石肤药水
Potion of Strength,力量药水
Potion of Acid Resistance,强酸抗性药水
Potion of Electric Resistance,闪电抗性药水
Potion of Fire Resistance,火焰抗性药水
#Enchantments - Armor,#附魔 - 护甲
Fine Breastplate of Athletics,精良胸甲（运动）
Fine Breastplate of Awareness,精良胸甲（察觉）
Fine Breastplate of Crafting,精良胸甲（制作）
Fine Breastplate of Defence,精良胸甲（防御）
Fine Breastplate of Diplomacy,精良胸甲（交涉）
Fine Breastplate of Healing,精良胸甲（医疗）
Fine Breastplate of Celerity,精良胸甲（迅捷）
Fine Breastplate of Lore,精良胸甲（学识）
Fine Breastplate of Speed,精良胸甲（速度）
Fine Breastplate of Stealth,精良胸甲（潜行）
Fine Breastplate of Survival,精良胸甲（生存）
Fine Breastplate of Thievery,精良胸甲（偷窃）
Fine Breastplate of Toughness,精良胸甲（坚韧）
Fine Breastplate of Willpower,精良胸甲（意志）
Fine Chainmail of Athletics,精良锁甲（运动）
Fine Chainmail of Awareness,精良锁甲（察觉）
Fine Chainmail of Crafting,精良锁甲（制作）
Fine Chainmail of Defence,精良锁甲（防御）
Fine Chainmail of Diplomacy,精良锁甲（交涉）
Fine Chainmail of Healing,精良锁甲（医疗）
Fine Chainmail of Celerity,精良锁甲（迅捷）
Fine Chainmail of Lore,精良锁甲（学识）
Fine Chainmail of Speed,精良锁甲（速度）
Fine Chainmail of Stealth,精良锁甲（潜行）
Fine Chainmail of Survival,精良锁甲（生存）
Fine Chainmail of Thievery,精良锁甲（偷窃）
Fine Chainmail of Toughness,精良锁甲（坚韧）
Fine Chainmail of Willpower,精良锁甲（意志）
Fine Fullplate of Athletics,精良全甲（运动）
Fine Fullplate of Awareness,精良全甲（察觉）
Fine Fullplate of Crafting,精良全甲（制作）
Fine Fullplate of Defence,精良全甲（防御）
Fine Fullplate of Diplomacy,精良全甲（交涉）
Fine Fullplate of Healing,精良全甲（医疗）
Fine Fullplate of Celerity,精良全甲（迅捷）
Fine Fullplate of Lore,精良全甲（学识）
Fine Fullplate of Speed,精良全甲（速度）
Fine Fullplate of Stealth,精良全甲（潜行）
Fine Fullplate of Survival,精良全甲（生存）
Fine Fullplate of Thievery,精良全甲（偷窃）
Fine Fullplate of Toughness,精良全甲（坚韧）
Fine Fullplate of Willpower,精良全甲（意志）
Fine Leather Armor of Athletics,精良皮甲（运动）
Fine Leather Armor of Awareness,精良皮甲（察觉）
Fine Leather Armor of Crafting,精良皮甲（制作）
Fine Leather Armor of Defence,精良皮甲（防御）
Fine Leather Armor of Diplomacy,精良皮甲（交涉）
Fine Leather Armor of Healing,精良皮甲（医疗）
Fine Leather Armor of Celerity,精良皮甲（迅捷）
Fine Leather Armor of Lore,精良皮甲（学识）
Fine Leather Armor of Speed,精良皮甲（速度）
Fine Leather Armor of Stealth,精良皮甲（潜行）
Fine Leather Armor of Survival,精良皮甲（生存）
Fine Leather Armor of Thievery,精良皮甲（偷窃）
Fine Leather Armor of Toughness,精良皮甲（坚韧）
Fine Leather Armor of Willpower,精良皮甲（意志）
Fine Padded Armor of Athletics,精良布甲（运动）
Fine Padded Armor of Awareness,精良布甲（察觉）
Fine Padded Armor of Crafting,精良布甲（制作）
Fine Padded Armor of Defence,精良布甲（防御）
Fine Padded Armor of Diplomacy,精良布甲（交涉）
Fine Padded Armor of Healing,精良布甲（医疗）
Fine Padded Armor of Celerity,精良布甲（迅捷）
Fine Padded Armor of Lore,精良布甲（学识）
Fine Padded Armor of Speed,精良布甲（速度）
Fine Padded Armor of Stealth,精良布甲（潜行）
Fine Padded Armor of Survival,精良布甲（生存）
Fine Padded Armor of Thievery,精良布甲（偷窃）
Fine Padded Armor of Toughness,精良布甲（坚韧）
Fine Padded Armor of Willpower,精良布甲（意志）
Fine Scalemail of Athletics,精良鳞甲（运动）
Fine Scalemail of Awareness,精良鳞甲（察觉）
Fine Scalemail of Crafting,精良鳞甲（制作）
Fine Scalemail of Defence,精良鳞甲（防御）
Fine Scalemail of Diplomacy,精良鳞甲（交涉）
Fine Scalemail of Healing,精良鳞甲（医疗）
Fine Scalemail of Celerity,精良鳞甲（迅捷）
Fine Scalemail of Lore,精良鳞甲（学识）
Fine Scalemail of Speed,精良鳞甲（速度）
Fine Scalemail of Stealth,精良鳞甲（潜行）
Fine Scalemail of Survival,精良鳞甲（生存）
Fine Scalemail of Thievery,精良鳞甲（偷窃）
Fine Scalemail of Toughness,精良鳞甲（坚韧）
Fine Scalemail of Willpower,精良鳞甲（意志）
Fine Studded Leather of Agility,精良镶钉皮甲（敏捷）
Fine Studded Leather of Athletics,精良镶钉皮甲（运动）
