original,translate
I was heading for Horryn,我正要去霍林
We were shipwrecked just off the coast,我们在海岸附近遭遇了海难
A rescue mission,一次救援任务
"I'll ask no more, but it seems my merchant's intuition was right",我不再多问了，但看来我商人的直觉是对的
"Either way, we may yet be of help to one other",不管怎样，我们或许还能互相帮助
Maija hefts the last of her crates off the damaged cart and into her makeshift tent,玛伊娅把最后一个箱子从破车上搬进她的临时帐篷
And I still have a modest selection of wares with me,而且我身边还有一小批货物
My tight-fisted husband - probably still clutching at pennies when the lights went out - saved all our money in a bank on the mainland,我那吝啬的丈夫——可能灯灭时还在攥着铜板——把我们所有的钱都存在大陆的一家银行里
The damn bank dealt only with him - I need to retrieve the letters of credit to have any chance of accessing the funds,那该死的银行只和他打交道——我需要取回信用证，才有机会动用那笔钱
They should still be in whatever is left of our old store,它们应该还在我们老店剩下的东西里
I understand,我明白了
So?,那么？
What's it to be?,你怎么决定？
What have you got for sale?,你有什么要卖的？
Ask about work,询问工作
What happened in Horryn?,霍林发生了什么？
I must be on my way,我得走了
Maija,玛伊娅
Good to see you back!,很高兴看到你回来！
Only what I had with me when Horryn fell - but I'd be delighted to show you,只有霍林陷落时我带在身边的那些——但我很乐意给你看看
They're still the same quality goods I'm known for!,它们仍然是我闻名的那种优质商品！
Show me!,给我看看！
#Chapter1Marsa,#第1章玛尔莎
You and Marsa face each other and you can help but feel a little out of place as you engage in the clapping game with the small girl,你和玛尔莎面对面，和这个小女孩玩拍手游戏时，你不禁感到有些格格不入。
Right,右
Left,左
Both,双手
Skip,跳过
I don't have time for this!,我没时间玩这个！
Great!,太好了！
And now?,现在呢？
Keep the rythm!,保持节奏！
Almost there!,快好了！
Aaaand...?,然后……？
Marsa rolls her eyes,玛尔莎翻了个白眼。
Frogger says you're not very good at this,弗洛格特说你玩得不太好。
"The movements are 'left, left, both, right, both, skip'!",“动作是‘左、左、双手、右、双手、跳过’！”
Let my try again!,让我再试一次！
I guess I'm too old for games,我想我年纪太大，不适合玩游戏了。
It's a rhyme!,这是一首韵文！
All the kids in my street play it - or at least we used to I guess,我那条街上的所有孩子都玩这个——至少我们以前是这样，我想。
She hesitates for a moment before proceeding with renewed vigor,她犹豫了片刻，然后重新振作起来继续。
Let's try them first and then we can add the words!,我们先试试动作，然后再加词！
Let's try!,我们来试试！
You did it!,你做到了！
Now let's add in the words!,现在我们把词加进去！
Just say them after me!,跟着我说就行！
You and Marsa proceed to repeat the pattern - this time the girl begins to recite a rhyme,你和玛尔莎继续重复这个模式——这次女孩开始背诵一首韵文。
Hurry!,快点！
He doesn't like to be alone - he's afraid of the hounds!,他不喜欢独自待着——他害怕野狗！
Marsa,玛尔莎
The child is ragged and muddy and crying in great big sobs,这孩子衣衫褴褛，满身泥泞，大声抽泣着。
"As you approach, she wipes her nose and looks up at you, her eyes widening somewhat at the sight of Roland",当你走近时，她擦了擦鼻子，抬头看着你，看到罗兰时眼睛微微睁大。
Hrm,哼。
I'd prefer we just got on with our work,我更希望我们继续干活。
Roland grunts,罗兰咕哝道。
"As you approach, she wipes her nose and looks up at youwith teary eyes",当你走近时，她擦了擦鼻子，泪眼汪汪地抬头看着你。
What's wrong?,怎么了？
Marsa looks up at you,玛尔莎抬头看着你。
Did you find him?,你找到他了吗？
Did you find Froggert?,你找到弗洛格特了吗？
Is this the reptilian rascal?,是这个爬虫小捣蛋吗？
Give her the stuffed animal,把毛绒玩具给她。
I'm still looking,我还在找。
Despite the squalor surrounding the girl she's now smiling from ear to ear,尽管女孩周围环境肮脏，她现在却笑得合不拢嘴。
Froggert is glad to be back!,弗洛格特很高兴回来了！
"Hey, do you want to play a game?",“嘿，你想玩游戏吗？”
Alright!,好啊！
Not right now,现在不行。
leave,离开。
Froggert!,弗洛格特！
the girl snatches the stuffed animal from you and showers it with hugs and kisses,女孩从你手中抢过毛绒玩具，又是抱又是亲。
"She then turns towards you, but instead of giving you a hug, she dashes past you and throws her arms around Roland's waist",然后她转向你，但没有拥抱你，而是从你身边冲过去，双臂抱住了罗兰的腰。
The old warrior looks startled at the sudden show of affection,老战士对这突如其来的亲昵举动显得很吃惊。
"Alright girl, you've had your frog back - there's proper work to be done now",“好了，姑娘，你的青蛙回来了——现在该干正事了。”
The girl steps back,女孩退后一步。
Froggert says thank you!,弗洛格特说谢谢你！
"She then turns towards you, and throws her arms around your waist",然后她转向你，双臂抱住你的腰。
Glad to help!,很高兴能帮忙！
"Beware, beware don't dare to sleep, It brings you dreams of ebb and flow, Of churning seas and dreadful deep, And waves that lay the mountains low",“当心，当心，千万别睡，它会带来潮起潮落的梦，翻腾的大海和可怕的深渊，还有将高山夷平的巨浪。”
But fear the mother most of all!,但最要当心的是那位母亲！
Awake before you hear her bell!,在她钟声响起前醒来！
"A thousand young will hear her call, And that was how the giants fell",“千万子嗣会听从她的召唤，巨人就是这样倒下的。”
Marsa laughs,玛尔莎笑了。
You're getting good!,你越来越厉害了！
But now Froggert says it's time to go!,但现在弗洛格特说该走了！
Bye!,再见！
"The girl meanders of, chatting eagerly with her stuffed companion",女孩漫步走开，急切地和她的毛绒伙伴聊着天。
"As you turn to leave, you can't help but feel a bit uneasy at the 'children's rhyme' and you find you mind wanders off to the horror that befell the Zephyr",当你转身离开时，不禁对这首“童谣”感到有些不安，思绪飘向了西风号遭遇的恐怖。
You'd best be on your way,你最好上路了。
Driina cuts in with a surprsingly harsh tone,德莉娜突然插话，语气出奇地严厉。
Girl!,姑娘！
Where did you learn such superstitious bilge?,你从哪儿学来这些迷信的胡话？
Marsa looks up at Driina with a startled look,玛尔莎吃惊地看着德莉娜。
I... all the children are doing it,我……所有孩子都在说这个。
I thought,我以为……
Driina's face softens slightly,德莉娜的脸色稍微缓和了些。
I don't think it is fitting my girl,我觉得这不合适，我的姑娘。
Certainly not now. {PLAYER} let's just be on our way,当然不是现在。{PLAYER}，我们继续赶路吧。
Froggert small and green and fluffy and he's my best friend and now I've LOST HIM!,弗洛格特小小的、绿绿的、毛茸茸的，他是我最好的朋友，现在我把他弄丢了！
The girl looks truly heart-broken,女孩看起来真的心碎了。
I'll have a look,我去看看。
I CAN'T FIND FROGGERT!,我找不到弗洛格特了！
I just had him and I was playing and now he's gone and all alone somewhere!!,我刚才还拿着他在玩，现在他不见了，孤零零地待在某个地方！！
Who's Froggert?,弗洛格特是谁？
Certainly not now,当然不是现在，
{PLAYER} let's just be on our way,{PLAYER}，我们继续赶路吧。
#Chapter1MinorEncounters,#第1章小型遭遇战
Dead Sailors,死去的船员
Corpses litter the ground,尸体散落一地
"Tragically, these sailors appear to have made it to shore only to be brutally murdered",可悲的是，这些船员似乎刚上岸就被残忍杀害了
The horrid wounds and grusome dismemberments tells you that this must have been the work of mad men,可怕的伤口和令人毛骨悚然的肢解告诉你，这一定是疯子的所作所为
The work of those bloody reavers no doubt,毫无疑问，这是那些该死的劫掠者干的
Rolands growls,罗兰咆哮道
Rats,老鼠
"As you enter the darkened lighthouse, you spot a pair of hideously transformed creatures that must once have been rats!",当你进入昏暗的灯塔时，你发现了两只丑陋变异的生物，它们曾经肯定是老鼠！
They scurry off into the darkness leaving you with a pounding heart,它们窜入黑暗之中，留下你心跳加速
You must be carefull as you advance,你前进时必须小心
#Chapter1Mistress,#第一章情妇
"There are many beautiful women, elegantly and richly dressed and coiffed, mincing around the room - but one stands clearly apart",房间里有许多美丽的女人，穿着优雅华丽，发型精致，在房间里扭捏作态——但有一个人明显与众不同
"Not because she’s somehow on another plane of beatific loveliness - quite the opposite - she’s dressed as plainly as could be considered ‘polite’, her hair is piled high - but more like a stack of bird nests than the latest court fashion",并不是因为她处于某种超凡的至美境界——恰恰相反——她的穿着朴素到了勉强算得上‘得体’的程度，头发高高盘起——但更像一堆鸟窝，而非最新的宫廷时尚
It also appears she’s applied her makeup with the intention of looking as fierce as possible,而且她化妆似乎是为了让自己看起来尽可能凶狠
Don’t tell me” she sighs,“别告诉我，”她叹了口气，
You forgot your ball gowns,你们忘了带舞会礼服，
We’re not here for the party,我们不是来参加派对的，
Are you the governor’s mistress?,你是总督的情妇吗？
LEDGERS,账本，
"Well, I know where keeps his ledgers",嗯，我知道他把账本放在哪里
They’re either heavily forged or going to clearly show where the Imperial coin has been going,它们要么是严重伪造的，要么会清楚地显示帝国资金都流向了哪里，
Would that help?,那会有帮助吗？
PAYMENT,支付手段，
"Yes, yes",是的，是的
I can easily help you liberate some of his more valuable office of state accoutrement,我可以轻易帮你们解放他办公室里一些更值钱的国家装备，
"Or, to put it in language someone such as you might understand - I can help you rob him blind",或者，用你这种人能理解的话说——我可以帮你把他偷个精光
about her,关于她，
"Elemai, is my name",埃蕾麦，是我的名字
"And I prefer the term ‘consort’, but you have the truth of it",而且我更喜欢‘配偶’这个词，但你说的是事实
Well - to whom do I owe the pleasure?,那么——我有幸认识的是谁？
I'm a mercenary,我是个雇佣兵，
why here,为什么来这里，
"And you gate-crashed our little soiree - to what, drum up business?",你们不请自来闯入我们的小型晚会——为了什么，招揽生意？
Kill the governor?,刺杀总督？
Sabotage the canapes?,破坏开胃小点心？
I need to commandeer a boat,我需要征用一艘船，
Maybe you can help,也许你能帮忙，
I'm just investigating,我只是在调查，
I'm here to kill the Governor,我是来杀总督的，
I'm here to get you out,我是来带你出去的，
why boat?,为什么需要船？
"Oh, I’m scandalised",哦，我真是被冒犯了
To get into the Black Priory,为了进入黑修院，
priory,修院，
"That place is both locked up tight, and yet also the source of all this...unpleasantness...if I understand correctly",那个地方既被严密封闭，又是这一切……不愉快事件的源头……如果我没理解错的话
We're on a rescue mission,我们是在执行救援任务，
It's a private matter,这是私事，
Someone needs to pay,有人需要付出代价，
rescuie her,救她，
What would you say to rescuing me into the bargain?,你觉得顺便把我也救出去怎么样？
I can make it worth your while,我可以让这趟值得你们花时间，
"If you don't get in our way, sure",如果你不碍我们的事，当然可以
I'm going to need to ask you something first,我得先问你点事，
Absolutely not,绝对不行，
It won't be safe,那不安全，
ABOUT GOVERNOR,关于总督，
"You mean, aside from the fact he’s a colossal coward, an inveterate dandy and a hopelessly profligate spender?",你是说，除了他是个十足的懦夫、积习难改的花花公子和无可救药的挥霍者之外？
At least he lets me walk all over him,至少他让我随意摆布他，
"I mean, literally - that’s his favourite - the damn pervert",我是说，字面意义上的——那是他的最爱——该死的变态
That's enough about him,关于他的事够多了，
"Yes, aside from that",是的，除了那些
HAPPY?,快乐？
Happy?,快乐？
HAPPY?!,快乐？！
"She laughs wildly, throwing her head back, before grabbing another fluted glass of wine from a passing servant",她狂笑起来，仰起头，然后从路过的仆人那里又抓了一杯细长酒杯的葡萄酒
"I live in a prison of endless, half-hearted debauchery",我生活在一座无尽、半心半意的放荡监狱里
What more could a girl want?,一个女孩还能想要什么呢？
So come with us,那就跟我们走吧，
Did the Governor kidnap you?,是总督绑架了你吗？
"Much as I’ve come to loathe him, no - I came here of my own volition",尽管我已经开始厌恶他，不——我是自愿来这里的
Plan was to elevate my social standing then leave him for dust,计划是提升我的社会地位，然后把他远远甩开，
But the light went out on that plan just as they did in Horryn,但那个计划的光芒熄灭了，就像霍林的光熄灭一样
Understood,明白了，
I would ask another question,我想再问一个问题，
THE PLAN,计划，
"You mean to carve a path through our guards, crew the ship and somehow guarantee I’ll make it back to the mainland in one piece?",你是说，要杀出一条血路穿过我们的守卫，给船配备船员，然后以某种方式保证我能完好无损地回到大陆？
Precisely,正是，
DETAILS,细节，
Then I’m in!,那我加入！
But - should we discuss details?,但是——我们是不是该讨论一下细节？
The Governor is still an Imperial agent after all - what's to say we won't be thrown in jail soon as set foot on the mainland?,总督毕竟还是帝国特工——怎么能保证我们一踏上大陆就不会被扔进监狱？
We're going to need insurance,我们需要保险措施，
You said you could make it worth my while?,你说过你能让这趟值得我花时间？
It's not going to be an issue,这不会成为问题，
QUESTIONS,问题，
You can but ask,你尽管问，
You're not happy here?,你在这里不开心吗？
What can you tell me about the Governor?,关于总督，你能告诉我些什么？
#Chapter1Monolith,#第1章巨石
Your eyes are drawn in by the mesmerizing spiral symbol,你的目光被那迷人的螺旋符号吸引
For a brief moment it almost seems to shift,有那么一瞬间，它似乎微微移动了
Driina brushes her hand across it,德莉娜用手拂过它
I've seen these spirals before,我以前见过这些螺旋
The fishermen of Idra paint them on the prows of their boats for luck,伊德拉的渔民把它们画在船头以求好运
Foolish superstitions,愚蠢的迷信
You avert your eyes and instead shift the small pile of offerings with your foot,你移开视线，转而用脚拨弄那堆小小的祭品
It occurs to you that these can't be more than a few weeks old,你意识到这些祭品最多不过几周前留下的
Or perhaps days?,或者只是几天前？
A Standing Stone,一根石柱
A grim monolith rises from the rugged landscape,一根阴森的巨石从崎岖的地貌中拔地而起
"Ancient and weathered, the stone must have stood here for centuries",古老而饱经风霜，这块石头必定已在此矗立了数个世纪
"Painted on it are crude spiral-shaped runes and at the base of the monolith lie piles of eggshells, flowers and fishbones",上面绘有粗糙的螺旋形符文，巨石底部堆放着蛋壳、鲜花和鱼骨
Examine closer,仔细查看
Or perhaps days,或者只是几天前，
#Chapter1Palace_Guards,#第一章宫殿守卫
"A large, stately villa set amidst sprawling gardens is ringed by a large, iron fence",一座宏伟庄严的别墅坐落在广阔的花园中，周围环绕着高大的铁栅栏
"Even from this distance, you can hear the faint noise of merrymaking - and judging from the state of the gardens, this party has been going on for quite some time",即使隔着这么远，你也能听到隐约的欢闹声——从花园的状况来看，这场宴会已经持续了相当长的时间
You approach the main gate,你走近大门，
There are two lightly armed guards - looking better suited to a pageant than a battle - looking dejected and tired,有两名轻装的守卫——看起来更适合参加庆典而非战斗——显得沮丧而疲惫，
One of them half-heartedly tilts his halberd - colourfully adorned with various tassels - at you as you near,当你靠近时，其中一人漫不经心地将他的长戟——上面装饰着五颜六色的流苏——向你倾斜，
Halt,站住，
Do you have an invitation?,你有邀请函吗？
Invitation?,邀请函？
To what?,什么邀请函？
You don't need to see my invitation,你不需要看我的邀请函，
I have business with the Governor,我和总督有要事相商，
Attack them,攻击他们，
FLEE,逃跑
should we really flee?,我们真的要逃跑吗？
Yah,是啊，
There's a refugee camp - they could really do with the help,有个难民营——他们确实需要帮助，
Do it,动手吧，
I'm about to raise hell in here,我要在这里大闹一场，
"Your call, lads",你们决定吧，伙计们，
LEMME IN,让我进去
The two guards exchange glances,两名守卫交换了一下眼神，
The guard that has so far remained silent looks pleadingly at the other,一直沉默的那名守卫恳求地看着另一人，
"Music continues to waft from the villa, while stately silhouettes glide past them the wall windows",音乐继续从别墅中飘出，而庄严的身影从墙上的窗户旁滑过，
"I'm coming in, either way",不管怎样，我都要进去，
I've got a better idea,我有个更好的主意，
IN,进去
It's not worth our trouble anyway,反正也不值得我们费心，
Thanks,谢谢，
Wise choice,明智的选择，
Gov Qs,总督的问题
Mistress?,女主人？
Garrison?,驻军？
"The guard addressing you sighs, while his counterpart looks disinterestedly into the distance",对你说话的守卫叹了口气，而他的同伴则漠不关心地望向远方，
"Look, whatever has happened in Horryn, there’s still order here",听着，不管霍林发生了什么，这里仍然有秩序，
"And you’ll need at least some kind of reason for us to let you - an armed, and complete stranger - into the villa",而且你至少需要某种理由，我们才能让你——一个全副武装的完全陌生人——进入别墅，
You don’t seem very...dutiful,你看起来不太……尽职，
I have urgent business with the Governor,我有急事找总督，
Good luck with that,祝你好运，
The Governor is not exactly studiously poring over paperwork these days,总督这些天可没有在埋头处理文书工作，
"What is this 'business', anyway?",这‘要事’到底是什么？
I bear word from his Chamberlain,我带来了他的总管的口信，
It's between me and him,这是我和他之间的事，
Let me through,让我过去，
I really don't have time for this,我真的没时间耗在这，
"Times are strange, but we’re still soldiers of the Empire, with orders to keep anyone from disrupting the ball",时局怪异，但我们仍是帝国的士兵，奉命阻止任何人扰乱舞会，
And to wear these damn parade colours,还得穿着这该死的阅兵服，
"Tell us who you are, and perhaps we'll consider it",告诉我们你是谁，或许我们会考虑，
Mercenaries,雇佣兵，
"And I would see the governor, invitation or no",而且我要见总督，不管有没有邀请函，
We're working for the Chamberlain,我们为总管工作，
"None of your business, peasant",不关你的事，乡巴佬，
Barris?!,巴里斯？！
He's alive?,他还活着？
"After Horryn, we promised we'd help him",霍林之后，我们答应过要帮他，
He is,是的，
He's administrating the refugee camp,他在管理难民营，
BARGING IN,硬闯
The second guard stands a little more to attention,第二名守卫稍微立正了一些，
"The first one give you an appraising glance, making no disguise of his interest in your weapons",第一个守卫打量了你一眼，毫不掩饰对你武器的兴趣，
I don’t want any trouble,我不想惹麻烦，
But you’ll make it for us if you barge in,但如果你硬闯，就会给我们惹麻烦，
It won't be worse than Horryn,不会比霍林更糟，
So move,所以让开，
This is not normal,这不正常，
Can't you see that?,你看不出来吗？
You’ve been to Horryn?!,你去过霍林？！
Yeah and it's not pretty,是的，而且情况很糟，
Have you news?,你有消息吗？
We’ve been desperate to go...to help,我们一直迫切想去……去帮忙，
But the Governor forbade it - said something about 'protecting the last bastion of Imperial rule on Idra',但总督禁止了——说什么要‘保护伊德拉上帝国统治的最后堡垒’，
What’s happening there?,那里发生了什么？
Not sure,不确定，
Why didn't you go?,你们为什么没去？
The GOvernor wouldn’t let us,总督不让我们去，
He said it’s more important to maintain order of the ‘administrative hub’ than some ‘backwater village full of luddites.’,他说维持‘行政中心’的秩序比某个‘满是卢德分子的落后村庄’更重要。
You really believe that?,你真的相信吗？
RULES,规则
I mean...the Imperium still stands,我是说……帝国依然存在，
We can’t just...the rules!,我们不能……规则啊！
The old rules don't apply,旧规则不适用了，
Do you really trust the Governor still?,你还真的信任总督吗？
I need to know more about the situation here,我需要了解更多这里的情况，
SUGGESTIONS,建议
I know what you’re getting at,我知道你在暗示什么，
Don’t think we haven’t joked about it,别以为我们没拿这事开过玩笑，
But it's hard to know if any of us would actually go through with it,但很难说我们中是否有人真的会去做，
You could leave,你们可以离开，
"There’s no law left on this island, trust me",这个岛上已经没有法律了，相信我，
He'll bring ruin on you all,他会给你们所有人带来毁灭，
Unless you act now,除非你们现在就行动，
Let me in,让我进去，
I'll take care of everything,我会处理好一切，
ABOUT THE CAMP,关于营地
Refugees?,难民？
From...Horryn?,来自……霍林？
Yeah,是的，
Horryn is gone,霍林已经没了，
He's...become extravagant,他……变得奢侈了，
More so than usual,比平时更甚，
He's not left the Villa in days,他已经好几天没离开别墅了，
"He was always..eccentric, but I'm not afraid to tell you - the lads and I, we're not happy with how he's handling... whatever is going on",他一直……古怪，但我不怕告诉你——我和弟兄们，我们对他处理……不管发生什么的方式都不满意，
So take matters into your own hands,那就自己采取行动吧，
More about the gov,更多关于总督的事
Listen to me - what you're talking about is treason,听我说——你在谈论的是叛国，
"Or at least...it would be, if his mistress wasn't on board to vouch for us",或者至少……如果他的情妇不支持我们作证，那就会是，
She's an innocent in this - I won't let her blood be on our hands,她在这件事上是无辜的——我不会让她的血沾在我们手上，
I'll get her on side,我会让她站到我们这边，
How will I signal you?,我怎么给你们发信号？
KILL,杀死
She wears a ring,她戴着一枚戒指，
Have her send it to us via a servant if she wishes to be a part of this,如果她想参与，让她通过仆人把戒指送给我们，
I'll be going in then,那我进去了，
What is it?,这是什么？
Tell me more about the Governor,告诉我更多关于总督的事，
What do you know about the mistress?,你对那位情妇了解多少？
What's the mood among the garrison?,驻军中的情绪如何？
Barris!,巴里斯！
From… Horryn?,来自……霍林？
#Chapter1RatQueenDEFFUNCT,#Chapter1RatQueenDEFFUNCT
"The lady in front of you holds herself with a disciplined ease, her chin tilted proudly up",你面前的这位女士姿态从容而自律，下巴骄傲地扬起
This is clearly her kingdom - though you'd guess she'd look as confident anywhere else,这显然是她的王国——不过你猜她在任何地方都会显得如此自信
Now she is lounging on a “throne” made out of crates and covered in a black sail as they are hiding in a cave,此刻她正懒洋洋地坐在一个由板条箱搭成、盖着黑帆的“王座”上，他们正躲在一个洞穴里
You've seen the alternative,你已经见过另一种选择了
"I hardly meant to make this festering sewer system my palace, but needs must",我本无意让这恶臭的下水道系统成为我的宫殿，但迫不得已
I have more questions,我还有问题
I'm in,我加入
A little kingdom called ___,一个叫___的小王国
"Or at least, it used to be - until the Empire swallowed it whole",或者说，曾经是——直到帝国将它整个吞并
"Now I'm an itinerant Queen, ruling over a few ships and fair but apparently illegal trade",如今我是个流浪的女王，统治着几艘船和公平但显然非法的贸易
I have further questions,我还有更多问题
I'll help you,我会帮你
Not overly fond,谈不上喜欢
"The Freythen rebels pay good coin, but more importantly they do good work",弗雷森叛军付的价钱不错，但更重要的是他们干的是好事
"I feel very good about my business, but I'd feel even better doing it in broad daylight, free from the Imperial yoke",我对自己的生意很满意，但若能在光天化日之下、摆脱帝国的枷锁来做，我会更满意
I would ask something else,我想问点别的
Count me in,算我一个
What's next?,接下来呢？
"I visited once, a while ago",我去过一次，很久以前
It's a strange place,那是个奇怪的地方
I always wondered why a place of learning - as they claim - was so well fortified,我一直纳闷，一个自称求学之地的地方为何如此戒备森严
If you're going in - just consider what they might be trying to keep from escaping,如果你要进去——不妨想想他们可能在试图阻止什么东西逃出来
May I ask,我能问吗
Let's work together,我们合作吧
Naturally,当然
Find the Harbourmaster's office,找到港务长的办公室
Get the codebook,拿到密码本
"Bring it to me, and together we'll signal the ship and leave this sorry sewer",把它带给我，我们一起发信号给船，离开这该死的下水道
"Well then, what have we here?",那么，我们这儿来了什么人？
Come to seek an audience with the Rat Queen?,来求见鼠后？
"Speak fast, and true",快说，说实话
I stumbled upon this place,我偶然发现了这个地方
I've never heard of you,我从没听说过你
The Rat Queen!?,鼠后！？
What kind of name is that?,这算什么名字？
Just so?,就这样？
How curious: you're clearly not from Idra; you've not made the mistake of attacking us; you claim not to know me,真奇怪：你显然不是伊德拉人；你没有犯下攻击我们的错误；你声称不认识我
"I would guess you're a mercenary, seeking answers or fortune now that Horryn lies under shadow",我猜你是个雇佣兵，在霍林被阴影笼罩之际，来寻求答案或财富
Well deduced,推断得不错
Wrong,错了
We intend to break into the Black Priory,我们打算闯入黑修院
Partly,部分正确
Our real goal is to infiltrate the Black Priory,我们真正的目标是潜入黑修院
As it should be,本该如此
"Although - if you did not seek me out, how came you here?",不过——如果你不是来找我的，你是怎么到这儿的？
I'm investigating the fall of Horryn,我在调查霍林的陷落
Exploring,在探索
I found you by chance,我偶然找到了你
It's my proper title,这是我的正式头衔
"And if you want to stay in the good graces of myself - and my subjects here - I suggest you use, and respect it",如果你想继续得到我——以及我在这里的臣民——的青睐，我建议你使用并尊重它
I meant no disrespect,我无意冒犯
My respect is earned,我的尊重需要争取
"You're ambitious, I like that",你很有野心，我喜欢
"And maybe stupid, unless you have a boat",也许还有点蠢，除非你有船
"Well, we did have",嗯，我们本来有的
Perhaps you could help us with that,也许你能帮我们解决这个问题
And if we don't?,如果我们不呢？
"But that's not your ultimate goal, is it now?",但那不是你的最终目标，对吧？
Sharp,敏锐
We need to break into the Black Priory,我们需要闯入黑修院
No,不
We're here to rescue someone from the Priory,我们是来从修院救人的
"The Queen leans forward, some intent you can't place glittering in her eyes",女王倾身向前，眼中闪烁着某种你无法解读的意图
That's a charming term for 'looting',这真是对“劫掠”的美化说法
You needn't play coy with me,你不必跟我装模作样
As long as that's all it is?,只要仅此而已？
"Ultimately, we're on a rescue mission to the Black Priory",最终，我们是去黑修院执行救援任务
We're here to retrieve a girl from the Black Priory,我们是来从黑修院带回一个女孩的
Ah,啊
"It seems in this loss, we are alike",看来在失去这方面，我们同病相怜
What's your plan?,你的计划是什么？
Any ideas how we could get a new one?,有什么办法能弄到一艘新船吗？
"Then, by all means, try and walk through the front door",那么，请便，试试从正门走进去
Just let me know so that I can make sure to watch,记得告诉我，我好确保能看场好戏
Maybe a boat makes sense,也许有艘船才合理
Can we charter yours?,我们能租用你的船吗？
"You see, this is what I was wondering",你看，这正是我在想的
My ships were smashed by the Leviathan - or whatever that abomination of the sea is called,我的船被利维坦——或者不管那海里的异物叫什么——给撞毁了
"Thankully, it does not seem to venture too close to shore",幸好，它似乎不会太靠近海岸
There is a way we can get one though - and it's imperative that we do so quickly,不过我们还是有办法弄到一艘的——而且必须尽快
"We have some cargo here that the Imperial Rescue Mission - slow, but inevitable - would be all too happy to confiscate, along with my liberty",我们这儿有些货物，帝国救援队——虽然动作慢，但迟早会来——会很乐意没收，连同我的自由一起
I can get a boat,我能弄到船
"There is one off-shore, awaiting the coded signals that I don't have, because they're stuck in a Harbourmaster's Office that's overrun by twisted creatures",近海就有一艘，正等着我没有的密码信号，因为信号本困在了港务长办公室，那里已被扭曲的生物占据
"If the Imperials find the signal book, it's over for me - and no ship for you",如果帝国军找到了信号本，我就完了——你们也没船了
"Help me get it back, and I promise we'll ferry you into the Priory before we escape with the cargo",帮我把它拿回来，我保证在带着货物逃离之前，把你们送到修院
"Might even come back to pick you up, if you survive",如果你们活下来，甚至可能回来接你们
I have to ask,我得问问
Say no more,不用多说了
I applaud your enthusiasm - but I'm not so sure about your blind trust,我赞赏你的热情——但我不太确定你的盲目信任
"Fine, I'll ask some questions",好吧，我会问些问题
"You want this doing, or not?",这事你到底想不想干？
Go on?,继续？
Why are you living down here?,你为什么住在这下面？
Where did you come from?,你从哪里来？
How do you feel about the Empire?,你对帝国有什么看法？
What do you know about the Priory?,你对修院了解多少？
# Chapter_1_RefugeeCamp,# 章节_1_难民营
#Chapter1RefugeeMother,#第1章难民母亲
Driina touches the child’s hands and forehead and examines the child’s mouth,德莉娜摸了摸孩子的手和额头，检查了孩子的口腔，
This infection is beyond me,这感染我无能为力，
she says in a low voice,她低声说道，
Drahl was right,德拉尔说得对，
"If this Mother Katak does indeed have a cure, we’ll do well in paying her a visit",“如果这位卡塔克嬷嬷真有解药，我们最好去拜访她一下”，
We'll see what we can do,我们会看看能做些什么，
Hannah,汉娜，
"A tired-looking young woman is rocking back and forth, cradling a sick-looking child in her arms",“一个面容疲惫的年轻女子来回摇晃着，怀里抱着一个病恹恹的孩子”，
The child whimpers in pain as the mother tries desperately to sooth him,孩子痛苦地呜咽着，母亲拼命想安抚他，
Are you Hannah?,你是汉娜吗？，
"The woman peers up at you, her eyes wide and desperate",“女人抬头盯着你，眼睛睁得大大的，充满绝望”，
What’s it to you?,关你什么事？，
That old arse send you?,是那个老混蛋派你来的？，
"Well, it don’t matter now",“唉，现在无所谓了”，
My Allyn’s sick,我的艾琳病了，
He needs medicine,她需要药，
Medicine?,药？，
"Oh, if only I could visit mother Katak",“哦，要是我能去见卡塔克嬷嬷就好了”，
The women say she might be able to help my Allyn,女人们说她也许能救我的艾琳，
But Dead Emperors knows if the old woman's even still alive!,但帝皇才知道那老妇人是不是还活着！，
Who is mother Katak?,卡塔克嬷嬷是谁？，
An old woman who has provided us with remedies for as long as I can remember,一个老妇人，从我记事起就一直给我们提供药方，
"She lives in the forest deep in the islands interior, but they say it’s not safe to stray from the camp and I couldn't leave my boy in any case",“她住在岛屿深处森林里，但据说离开营地不安全，而且我也无论如何不能丢下我的孩子”，
But...you could go?,但……你可以去？，
"If you tell her Hannah sent you, she'll know just what I need to cure Allyn's!",“如果你告诉她汉娜让你来的，她就会知道我需要什么来治好艾琳！”，
I'll see what I can do!,我会看看我能做些什么！，
I'll do it for the right price,我会做，但要合适的报酬，
"Driina, can you help this child?",“德莉娜，你能帮帮这孩子吗？”，
The mother clasps your hands,母亲紧紧握住你的手，
The Golden Dead bless you!,黄金先祖保佑你！，
I s'pose the clerics will want the medicine for the camp but I beg this of you,我猜牧师们会想要这药给营地用，但我求你了，
Bring a dose me’ Allyn first,先给我的艾琳带一剂药来，
I don’t think he has long left!,我觉得她没多少时间了！，
She fiddles with something around her neck,她摆弄着脖子上的什么东西，
All I have is this necklace my Petr gave me,我只有这条项链，是我的彼得给我的，
I'll gladly give it up to save my boy,只要能救我孩子，我很乐意把它给你，
And I s'pose the clerics will want the medicine for the camp but I beg this of you,而且我猜牧师们会想要这药给营地用，但我求你了，
I can't help you,我帮不了你，
