original,translate
A AWARENESS score of 4 or higher is required to succeed,需要察觉值达到4或更高才能成功
A AWARENESS score of 5 or higher is required to succeed,需要察觉值达到5或更高才能成功
A AWARENESS score of 6 or higher is required to succeed,需要察觉值达到6或更高才能成功
A AWARENESS score of 7 or higher is required to succeed,需要察觉值达到7或更高才能成功
A AWARENESS score of 8 or higher is required to succeed,需要察觉值达到8或更高才能成功
A AWARENESS score of 9 or higher is required to succeed,需要察觉值达到9或更高才能成功
A AWARENESS score of 10 or higher is required to succeed,需要察觉值达到10或更高才能成功
A CRAFTING score of 4 or higher is required to succeed,需要制作值达到4或更高才能成功
A CRAFTING score of 5 or higher is required to succeed,需要制作值达到5或更高才能成功
A CRAFTING score of 6 or higher is required to succeed,需要制作值达到6或更高才能成功
A CRAFTING score of 7 or higher is required to succeed,需要制作值达到7或更高才能成功
A CRAFTING score of 8 or higher is required to succeed,需要制作值达到8或更高才能成功
A CRAFTING score of 9 or higher is required to succeed,需要制作值达到9或更高才能成功
A CRAFTING score of 10 or higher is required to succeed,需要制作值达到10或更高才能成功
A DIPLOMACY score of 4 or higher is required to succeed,需要交涉值达到4或更高才能成功
A DIPLOMACY score of 5 or higher is required to succeed,需要交涉值达到5或更高才能成功
A DIPLOMACY score of 6 or higher is required to succeed,需要交涉值达到6或更高才能成功
A DIPLOMACY score of 7 or higher is required to succeed,需要交涉值达到7或更高才能成功
A DIPLOMACY score of 8 or higher is required to succeed,需要交涉值达到8或更高才能成功
A DIPLOMACY score of 9 or higher is required to succeed,需要交涉值达到9或更高才能成功
A DIPLOMACY score of 10 or higher is required to succeed,需要交涉值达到10或更高才能成功
A HEALING score of 4 or higher is required to succeed,需要医疗值达到4或更高才能成功
A HEALING score of 5 or higher is required to succeed,需要医疗值达到5或更高才能成功
A HEALING score of 6 or higher is required to succeed,需要医疗值达到6或更高才能成功
A HEALING score of 7 or higher is required to succeed,需要医疗值达到7或更高才能成功
A HEALING score of 8 or higher is required to succeed,需要医疗值达到8或更高才能成功
A HEALING score of 9 or higher is required to succeed,需要医疗值达到9或更高才能成功
A HEALING score of 10 or higher is required to succeed,需要医疗值达到10或更高才能成功
A LORE score of 4 or higher is required to succeed,需要学识值达到4或更高才能成功
A LORE score of 5 or higher is required to succeed,需要学识值达到5或更高才能成功
A LORE score of 6 or higher is required to succeed,需要学识值达到6或更高才能成功
A LORE score of 7 or higher is required to succeed,需要学识值达到7或更高才能成功
A LORE score of 8 or higher is required to succeed,需要学识值达到8或更高才能成功
A LORE score of 9 or higher is required to succeed,需要学识值达到9或更高才能成功
A LORE score of 10 or higher is required to succeed,需要学识值达到10或更高才能成功
A STEALTH score of 4 or higher is required to succeed,需要潜行值达到4或更高才能成功
A STEALTH score of 5 or higher is required to succeed,需要潜行值达到5或更高才能成功
A STEALTH score of 6 or higher is required to succeed,需要潜行值达到6或更高才能成功
A STEALTH score of 7 or higher is required to succeed,需要潜行值达到7或更高才能成功
A STEALTH score of 8 or higher is required to succeed,需要潜行值达到8或更高才能成功
A STEALTH score of 9 or higher is required to succeed,需要潜行值达到9或更高才能成功
A STEALTH score of 10 or higher is required to succeed,需要潜行值达到10或更高才能成功
A SURVIVAL score of 4 or higher is required to succeed,需要生存值达到4或更高才能成功
A SURVIVAL score of 5 or higher is required to succeed,需要生存值达到5或更高才能成功
A SURVIVAL score of 6 or higher is required to succeed,需要生存值达到6或更高才能成功
A SURVIVAL score of 7 or higher is required to succeed,需要生存值达到7或更高才能成功
A SURVIVAL score of 8 or higher is required to succeed,需要生存值达到8或更高才能成功
A SURVIVAL score of 9 or higher is required to succeed,需要生存值达到9或更高才能成功
A SURVIVAL score of 10 or higher is required to succeed,需要生存值达到10或更高才能成功
A THIEVERY score of 4 or higher is required to succeed,需要偷窃值达到4或更高才能成功
A THIEVERY score of 5 or higher is required to succeed,需要偷窃值达到5或更高才能成功
A THIEVERY score of 6 or higher is required to succeed,需要偷窃值达到6或更高才能成功
A THIEVERY score of 7 or higher is required to succeed,需要偷窃值达到7或更高才能成功
A THIEVERY score of 8 or higher is required to succeed,需要偷窃值达到8或更高才能成功
A THIEVERY score of 9 or higher is required to succeed,需要偷窃值达到9或更高才能成功
A THIEVERY score of 10 or higher is required to succeed,需要偷窃值达到10或更高才能成功
FAIL,失败
this skill check due to having low skill Score versus the Difficulty,由于技能值低于难度，此技能检定
will automatically,将自动
SUCCEED,成功
this skill check due to having high Skill Score versus the Difficulty,由于技能值高于难度，此技能检定
skill check!,技能检定！
#Vendor UI,#商人界面
Buy,购买
Steal,偷窃
Vendor wants,商人想要
Sell mult,批量出售
Buy mult,批量购买
Suspicion,怀疑度
Restocks in 5 days,5天后补货
Restocks in 4 days,4天后补货
Restocks in 3 days,3天后补货
Restocks in 2 days,2天后补货
Restocks in 1 days,1天后补货
Sell,出售
Sell Stack,出售整组
Vendor will pay you,商人将支付给你
for this,为此
Sold for,售出价
Sold {ITEM},售出 {ITEM}
This item cannot be used like this,此物品无法这样使用
This item can't be traded,此物品无法交易
This item cannot be sold,此物品无法出售
This merchant will not buy stolen goods,此商人不会购买赃物
This item is not for sale,此物品不出售
"Gold, equipped items and quest items cannot be traded",金币、已装备物品和任务物品无法交易
Purchased {ITEM},购买了 {ITEM}
You cannot afford this item,你买不起此物品
Trying to steal {ITEM} from merchant,试图从商人处偷窃 {ITEM}
{PLAYER} stole {ITEM},{PLAYER} 偷窃了 {ITEM}
Vendor's Suspicion increased by,商人的怀疑度增加了
Failed to steal item!,偷窃物品失败！
This merchant no longer trusts you and refuses to trade,此商人不再信任你并拒绝交易
Try again later,稍后再试
Vendor cannot afford this item,商人买不起此物品
Gold remaining - Item is worth,剩余金币 - 物品价值
