original,translate
The orchards are located north of Ari’s house in the village of Firgol,果园位于菲尔戈村阿里家的北边
Burrows Found,已找到的洞穴
The Cook,厨师
The Baroness of Firgol has asked me to talk to Klara the cook to see if they need my help in finishing preparations for the Canivale,菲尔戈男爵夫人让我去找厨师克拉拉谈谈，看看他们是否需要我帮忙完成狂欢节的准备工作
Talk to Klara,与克拉拉交谈
I need to seek out Klara the cook,我需要找到厨师克拉拉
She works at the inn in Firgol,她在菲尔戈的旅店工作
Queen's Gambit,后翼弃兵
Klara the cook at the inn is preparing honey cakes for the carnivale,旅店的厨师克拉拉正在为狂欢节准备蜂蜜蛋糕
She’s asked that I go to the beehives west of the village and fetch her at least one honeycomb of the local 'Firgol honey',她让我去村子西边的蜂箱那里，至少给她取一块当地的“菲尔戈蜂蜜”蜂巢
The Weaver,织布工
The Baroness of Firgol has asked me to talk to Camilla the weaver to see if they need my help in finishing preparations for the Canivale,菲尔戈男爵夫人让我去找织布工卡米拉谈谈，看看他们是否需要我帮忙完成狂欢节的准备工作
Talk to Camilla,与卡米拉交谈
I need to seek out Camilla the weaver,我需要找到织布工卡米拉
She lives somewhere in the village of Firgol,她住在菲尔戈村的某个地方
A Song for Camilla,献给卡米拉的一首歌
Camilla the weaver has a crush on a woman named Cass,织布工卡米拉迷恋一个名叫卡丝的女人
Unfortunately she fears her love is unrequited and has asked me to talk to Cass on her behalf,不幸的是，她担心自己的爱得不到回应，于是请我替她去和卡丝谈谈
She suggests I search for Cass along the bed of the lake or creek that runs past Firgol,她建议我沿着流经菲尔戈的湖床或溪床边寻找卡丝
Such Wonders,如此奇观
Carnivale is upon you!,狂欢节就在眼前！
Eat!,吃！
Drink!,喝！
Revel!,狂欢！
You must partake in all the wonders of the Carnivale!,你必须尽情享受狂欢节的所有奇妙之处！
Try the drink at the Carnevale!,尝尝狂欢节的美酒！
Sample the food at the Carnivale,品尝狂欢节的美食
Give in to the music of the Carnivale,沉醉于狂欢节的音乐
The Surprise,惊喜
Enjoy the rest of the night,享受余下的夜晚
The Finale,终章
Storm the Firgol manor,突袭菲尔戈庄园
The Baron's Play,男爵的表演
The Baron's play is about to begin,男爵的表演即将开始
Take your place in front of the stage,在舞台前就位
The Tower of Ash,灰烬之塔
We met a strange man on Idra who beseeched us to travel to an island just north of Idra called Eryll and seek out ‘The Tower of Ash’,我们在伊德拉遇到一个奇怪的人，他恳求我们前往伊德拉北边一个叫埃里尔的岛屿，寻找“灰烬之塔”
Apparently his master is somehow in dire straits and in need of aid,显然他的主人正身处某种可怕的困境，急需援助
"Though not much more could be learned from the man, I suspect his master may in fact be a Magos of quite some power",虽然从这人那里没能了解到更多，但我怀疑他的主人可能是一位法力相当强大的法师
To the Tower,前往高塔
I've been asked to travel to the island of Eryll,我被要求前往埃里尔岛
It lies a short distance north of Idra but still south of Gradla,它位于伊德拉以北不远，但仍在格拉德拉以南
There I must find ‘The Tower of Ash’ and venture to learn more of the plight of its ‘Master’,在那里我必须找到“灰烬之塔”，并冒险去了解其“主人”的困境
Down Below,地下深处
I met the strange apprentices of a Magos by the name of Calipero,我遇到了一位名叫卡利佩罗的法师的古怪学徒们
He seems to be missing in the halls underneath the tower and the apprentices are desperate to see him returned,他似乎失踪在塔下的大厅里，学徒们迫切希望他能回来
The entrance to the dungeons below can be found under the mercury pool on the ground floor of the tower,地下地牢的入口在塔楼底层的水银池下
Apparently the entrance will somehow reveal itself if I blow the silver flute given to me by the apprentices,显然，如果我吹响学徒们给我的银笛，入口就会以某种方式显现出来
Salts of Elthanyr,埃尔萨尼尔之盐
"As I entered the dungeon, I was contacted through magical means by Calipero himself",我进入地牢时，卡利佩罗本人通过魔法联系了我
It seems he is locked in an arcane stale-mate with some creature he tried to call forth from beyond,看来他正与他试图从异界召唤来的某种生物陷入了一场奥术僵局
To free himself he has asked that we create something called the Salts of Elthanyr and bring it to his summoning chambers beneath the main dungeon,为了脱身，他要求我们制作一种叫埃尔萨尼尔之盐的东西，并把它带到主地牢下方的召唤室
Ingredient Hunt,寻找材料
To craft the Salts of Elthanyr I need to find the 'Protoplasmic Catalyzer' and add the following ingredients is this exact order,要制作埃尔萨尼尔之盐，我需要找到“原生质催化剂”，并严格按照以下顺序加入材料
First add Sylversalt,首先加入银盐
"Second, add Salamander’s Horn",其次，加入火蜥角
"Finally, add Lotus Petals",最后，加入莲花花瓣
I'm sure these ingredients as well as the 'Protoplasmic Catalyzer' can be found in this very dungeon,我相信这些材料以及“原生质催化剂”都能在这个地牢里找到
The Recipe,配方
For starters I need to find the recipe for Salts of Elthanyr,首先我需要找到埃尔萨尼尔之盐的配方
Hopefully the recipe can be found somewhere in this dungeon,希望配方能在这个地牢的某处找到
The Summoning Chamber,召唤室
I've crafted the Salts of Elthanyr,我已经制作好了埃尔萨尼尔之盐
Now I need to make my way down Calipero's Summoning Chambers and assist him as best I can,现在我需要前往卡利佩罗的召唤室，尽我所能帮助他
Vomit Cups,呕吐杯
"Esteban, the alchemist in the Underhalls under Horryn, has asked me to find some ‘vomit cup’ fungi for him",埃斯特班，霍林地下大厅里的炼金术师，请我帮他找一些“呕吐杯”菌
They are large green fungi that smell horribly,它们是一种巨大的绿色菌类，气味极其难闻
He explains that they grow in caves adjoining the Underhalls,他解释说它们生长在地下大厅旁的洞穴里
These caves can be accessed through a barred gate west of the Rat-Queens court,这些洞穴可以通过鼠后宫廷西边的一道栅栏门进入
The area is off-limits and a guard patrols it,该区域禁止入内，且有守卫巡逻
"Once past the gate, I should make a left turn and find the chamber where the vomit cups grow",过了大门后，我应该左转，找到呕吐杯生长的房间
"Afterwards, I’ll return to Esteban for my rewards as well as access to his alchemical supplies",之后，我会回到埃斯特班那里领取报酬，并获得使用他炼金物资的许可
IAGO IN CHAINS,身陷囹圄的伊阿戈
"From the back of the ""Santa Fury",来自“圣怒号”的背面
"From the center of the three, The Santa Fury made her flight",从三者之中心出发，圣怒号开始了她的航程
"Setting out to hide her booty, All within the lighthouse's sight",出发去藏匿她的战利品，一切尽在灯塔的视野之中
"leagues south began her trip, ""5 east"" the Captain cried. 4 more north, our valiant ship, Our plunder we shall hide!",向南两里格，她开始了旅程，“向东五里格，”船长喊道。再向北四里格，我们英勇的船，我们的掠夺物我们将藏起！
Land ahoy!,看到陆地了！
went up the roar,吼声响起
"Into the rising sun: 3 more, Then dig and have no fear!",朝着升起的太阳：再三里格，然后挖掘，无所畏惧！
TALK TO ARI,与阿里交谈
GNAWING AT THE ROOTS,啃噬根源
TALK TO KLARA,与克拉拉交谈
TALK TO CAMILLA,与卡米拉交谈
TO THE TOWER,前往高塔
# Tilde Sub Quests,# 波浪号子任务
~ The Summoning Chamber,~ 召唤室
~ Down Below,~ 下方
~ Salts of Elthanyr,~ 埃尔萨尼尔之盐
~ Eat!,~ 吃吧！
~ The Surprise,~ 惊喜
~ The Brewer,~ 酿酒师
~ The Cook,~ 厨师
~ The Weaver,~ 织布工
~ To the Tower,~ 前往高塔
~ Shrine of Agility,~ 敏捷神龛
~ Shrine of Fortitude,~ 坚韧神龛
~ Shrine of Intellect,~ 智力神龛
~ Shrine of Presence,~ 魅力神龛
~ Shrine of Strength,~ 力量神龛
~ Talk to Markus,~ 与马库斯交谈
~ Talk to Drahl,~ 与德拉尔交谈
~ The Secret Tunnel,~ 秘道
~ The Queen's Request,~ 女王之请
~ Mouths to Feed,~ 待哺之口
~ Outbreak,~ 爆发
~ Hidden Clues,~ 隐藏线索
~ Buried Secrets,~ 埋藏的秘密
~ An Evening Meal,~ 晚餐
~ The Hedge Maze,~ 树篱迷宫
